Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
15 helpful votes,7 contributions,5.0 of 5 bubbles,Excellent as we've come to expect,"Room was large and comfortably furnished. Lighting was excellent for reading.  Bed was superb, kitchen functional and well equipped, lashings of hot water in sinks and in shower.  The rugs and floor were scrupulously clean.  And the maid service was very good at replacing every smallest service item as needed. Linen was fluffy and certainly new or new-ish.  Noise was entirely absent except on one occasion where a large and rowdy group of guests appeared to be taking wrecking equipment to the suite above ours. The din ceased after about 20 minutes so that I reported it only on our check-out.",February 2020,none,none,"Greetings David N, We would like to thank you for your glowing review. It is a great pleasure to know that you enjoyed your time with us. We sincerely apologize for the noise that you endured. Your comfort is always our first priority. If you indeed have this issue again, please call the front desk at the time of the incident so we may attend to as soon as possible. We do hope that you will join us again when you are in the Irvine area.  Warm Regards, Eliza &The Homewood Suites Team",none,none,none,none,none,none,200,120
2 helpful votes,1 contribution,5.0 of 5 bubbles,Trip to Disneyland for Wife's B-Day,"Check in was quick and easy, the front desk staff was great, young gal that checked us in recommended a restaurant in the same parking structure Farmer Boys and she gave us a 20% discount coupon. The recommendation was great, Thank you.  Our room on a daily basis was very clean and organized, Thank you Marilu for doing such a great job. Our trip was for Disneyland which was a 15 min. drive away and at the end of each day it was nice to come back and get rest. the bed was super comfortable beyond believe. My wife and I agreed that the bed was more comfortable then our own at home. You know there's nothing like sleeping at home in your own bed but here we found it. Great job Homewood Suites!",February 2020,none,none,"Good Morning ciprianoc421, A very very happy birthday to your wife. We are absolutely thrilled that everything went off without a hitch for her special day. Our housekeeping team are truly rock stars, we will extend your thanks to Marilu. Hope you both also enjoyed your time at the happiest place on earth! We sure hope you will give us the pleasure of hosting you again. Our comfy beds will be waiting for your return.  Until next time, Eliza & The Homewood Suites Team",none,none,none,none,none,none,201,120
2 helpful votes,2 contributions,5.0 of 5 bubbles,A great stay,"Stayed in an ADA room that was beautiful, so clean, and easy to move around in in a wheelchair. And the bed was so comfortable. (I was tempted to ask where they get their pillows from, but I didn't). Paul, the GM, and Gabby, Sam and Caroline at the front desk are very personable and so so helpful. Didn't get a chance to try out the pool, but were happy to see that it had a lift to be able to get into the pool from the wheelchair. Not far, at all, from John Wayne airport, South Coast Plaza, and the performing arts center. Planes fly near the hotel approaching the airport, but I only noticed this when we were outside. I never heard them in our room!",January 2020,none,none,"Good morning, togonongirl  It was such a pleasure reading your review regarding your recent stay with us. We are glad to see that you connected with our staff, i will make sure they to hear about your lovely compliments. We sure do hope you come visit us again, and maybe next time you give our pool a try, summer is right around the corner.   Best regards, Chavelly & the Homewood Suites Team",none,none,none,none,none,none,202,120
3 helpful votes,2 contributions,5.0 of 5 bubbles,Kudos to Caroline,"This hotel experience was excellent. The hotel was so clean, the staff is amazing. The service was awesome. We stayed there for a family wedding for 5 nights. We were first greeted by Caroline who was so accommodating. Everyday she was there for everything we needed. Always smiling and joking. She seriously made our stay the best. We were all impressed how on point she was with everything. Seriously she really was the best. When we got home I realized I had left my jewelry in the room when I unpacked 2 days later. When I contacted Myra (spelling??) she put my mind at ease and said she would contact me as soon as they located it. Which now brings me to house keeping and how wonderful it is to have the peace of mind that they brought it to the front desk. I would recommend this",January 2020,none,none,"Good morning, Dicuso10 Thank you for leaving us an amazing review, we are glad to see that our staff made a good impression. We are glad that your lost items were found. I will be sure to pass along to our staff of your kind words especially to Caroline and Mayra. We will be looking forward hosting you and your family again in the near future.  Best regards, Chavelly & the Homewood Suites Team",none,none,none,none,none,none,203,120
4 helpful votes,2 contributions,5.0 of 5 bubbles,CEO,"Great hospitality, welcoming attitude and service!  Rooms are quiet, breakfast and evening snacks are great.  Good location with interstate access near by.  Fitness center is clean with good options.  Pool and basketball court fun for the family.  My preferred hotel in the area.",January 2020,none,none,"Greetings, friend!  We want to thank you for becoming part of the Homewood Suites Family! It is wonderful to hear that you have been able to enjoy so many of the great amenities our location has to offer. There are so many reasons why Irvine makes for a great place to stay over and over again! We look forward to many more satisfactory visits from you in the future!  Warmest regards, Gabby & the Homewood Suites Team",none,none,none,none,none,none,204,120
15 helpful votes,8 contributions,4.0 of 5 bubbles,Visited Family,"We stayed here to be closer to family for MLK weekend. The hotel is good... clean, easy freeway access, friendly staff. Our complimentary breakfasts were marginal though. The first day was really unsatisfying with an omelette that supposedly had ham, cheese and vegetables in it. They must have been puréed because all that was inside of it was a glob of something unrecognizable! Along with that were unappetizing flattened French toast strips. The second day was a slight improvement.",January 2020,none,none,"Greetings, Mrs. K!  Thank you for choosing the Homewood Suites Irvine during your recent family visit. We enjoy receiving all of our guests feedback and appreciate yours. We will certainly want to look into your experience; that certainly does not sound like our typical weekend breakfast eggs! Our hot items do change daily so our guests can enjoy something different every day of their stay with our complimentary breakfast.   We hope you and your family will come visit again for another comfortable and convenient visit to Orange County!  Best regards, Gabby & the Homewood Suites Team",none,none,none,none,none,none,205,120
13 helpful votes,4 contributions,5.0 of 5 bubbles,Best Suite Ever...,"Love love love!! 10 STARS for staff, location, ambiance, complimentary breakfast everyday, and our Suite had all the amenities of home except for a oven. Which is fine and understood. Will definitely be back again.",January 2020,none,none,"Greetings, Ms. Vasquez! It was our pleasure to host you and your family during your recent visit to the area. We know many of our sports families must travel often and great distances to take their kids to their tournaments. We are thrilled that we were able to provide you with a comfortable stay and tasty breakfast each morning. Hopefully it was just what your player needed to fuel their day! We hope you will join us again, for fun or for your next big game. The Homewood Suites Irvine will be ready for you again next time!  Warmest regards, Gabby & the Homewood Suites Team",none,none,none,none,none,none,206,120
2 helpful votes,1 contribution,4.0 of 5 bubbles,"Comfortable stay, great amenities","Wonderful place to stay. Pool, game area, cozy beds.    Unfortunately the breakfast was underwhelming, to be polite. Fruit was whole dry oranges and mealy apples. Chaffing dishes of eggs with American ""cheese"" product.  The shredded breakfast potatoes were cooked in synthetic butter tasting shortening. Wheat bread wasn't whole grain. Coffee somehow tasted burnt and watery at the same time. I understand cutting corners but the breakfast was inedible, even for my 1 and 3yo and they're GREAT eaters.   This breakfast was more quality inn / motel 6 quality. Cheap processed food. Not something I'd expect from a quality hotel such as this.  Fortunately the suites had kitchens, so after the first attempt at eating what they had we went to the grocery store and picked up supplies.",January 2020,none,none,"Dear S1quin ,  First and foremost, thank you for your feedback on your recent stay here with us. We sincerely apologize for the experience you had with our breakfast. Would it be possible for us to get a hold of you, we definitely want to make things right. We will be taking this as an opportunity for us to learn and better ourselves.   Please let us know what is the best way to contact you.   Deepest apologies,  Chavelly + the Homewood Suites Team",none,none,none,none,none,none,207,120
18 helpful votes,10 contributions,5.0 of 5 bubbles,Good Comfortable Stay,"Stayed for two nights at this location.  Nothing was lacking and everything met my expectations.  I did not participate in the evening social, but the breakfast had everything that I wanted (yogurt, hard boiled eggs, and oatmeal).  I did notice eggs, a waffle station, and some sausages along with various juices and pastries.  Coffee wasn't bad either.  Only thing I would do differently if I were to stay here again is to choose a room that is away from the main road.  I forgot to check the orientation of the rooms before booking so I was woken up a couple times by the street noise.  But all in all, a great location and very clean facility.",January 2020,none,none,"Good evening, Christopher K  Thank you for sharing your experience with us while here at the Homewood Suites Irvine. We are glad to see that you enjoyed our complimentary breakfast. We do apologize for the main road noise. We do hope you give us another chance to host you again. Thank you again for your feedback, we greatly appreciate it.   Chavelly & the Homewood Suites Team",none,none,none,none,none,none,208,120
4 helpful votes,2 contributions,3.0 of 5 bubbles,homewood long stay,I stayed for 11 days at this location breakfast was very bad and the bed is very uncomfortable and very high it is almost imposible to go to sleep on it. nevertheless the room was nice and large and well decorated but the water some kind of smell like chlorine,January 2020,none,none,"Dear Sightseer01126379737,  Thank you so much for your feedback about your stay here with us.  I am deeply concerned about your concerns as we always do our best to make every guest stay the best it can be.  I understand you addressed your concerns on other channels as well and we were in the process of contacting you for more information about the breakfast and the water issues.  It is so important that we get a hold of you to make this right.  Please accept my humble apology for the challenges you had during your stay.  I will be reaching out to you again this morning via email and phone to get this all resolved.    Deepest apologies,  Paul Frechette General Manager",none,none,none,none,none,none,209,120
2 helpful votes,1 contribution,5.0 of 5 bubbles,Courtesy of Eppi Diaz,Hi I wanted to leave a 5 star review for Eppi Diaz staff of homewood suites Irvine! She was so nice and helpful. She brought me blankets towels when I needed them and was so courteous! The hotel is amazing also,January 2020,none,none,"Greetings, 705violetd  Thank you so much for recognizing a prominent member of our Homewood Team; Ms. Epi is actually our housekeeping manager! She can be found walking the halls of the hotel helping her team and our guests to make their stay the most comfortable. We appreciate your time in leaving this review and helping us recognize her. We hope the rest of your stay is just as amazing. We are certainly here for you any time should you need anything! Just give us a call.  Warmest regards, Gabby & the Homewood Suites Team",none,none,none,none,none,none,210,120
4 helpful votes,2 contributions,4.0 of 5 bubbles,All you need,"This hotel has everything you need for a family stay - full kitchen, fitness center and breakfast and dinner pool and jacuzzi.  Friendly staff that make you feel at home.   2nd stay here and look forward to coming again!",January 2020,none,none,"Good morning, Vinceandrada  Thank you for your review on your most recent stay. We are glad to see that you enjoyed our amenities here at the hotel. Our staff here always strives to provide a welcoming home environment. Thank you for choosing the Homewood Suites Irvine, it makes us so happy to see you are a returning guest.   We hope all is well, and we can't wait for you to join us again.  Chavelly & the Homewood Suites Team",none,none,none,none,none,none,211,120
2 helpful votes,2 contributions,5.0 of 5 bubbles,AMAZING!!!!!,"This place is amazing! We stayed here for disneyland and the breakfast is sooo good! They also have social night and offer free food and alcohol! Also kaysee, itzy, and jazmin was really helpful and very sweet. They made our stay here very comfortable.",January 2020,none,none,"Good morning, Jesscuuhh  We are so thrilled to hear that your stay here with us was amazing. We are pleased to see that you enjoyed our complimentary breakfast, plus our social hour with our wonderful Food & Beverage team members. We will be sure to pass along your sweet compliments to them. Our goal is to always make our guest feel comfortable, & give them a sense of home away from home feeling. We hope you join us again in the near future.   Best regards, Chavelly & the Homewood Suites Team",none,none,none,none,none,none,212,120
4 helpful votes,3 contributions,4.0 of 5 bubbles,Worked well for a short trip,The suite was perfect for my needs but the room was chilled to 52F when I arrived - not very energy efficient and way too cold. Breakfast was decent. I didn't use the facilities but it seemed well kitted out.,January 2020,none,none,"Good morning, Brianmsi  First and foremost, we truly appreciate you taking the time to leave us a review and feedback on your stay. We apologize for the overuse of the air conditioner, we will take this as a learning opportunity for us as a whole to be more aware of our energy use around the hotel, especially the A/C units.   We are glad to hear that for the most part your stay with us went well, and we hope you return.   Chavelly & the Homewood Suites Team",none,none,none,none,none,none,213,120
2 helpful votes,2 contributions,5.0 of 5 bubbles,Amazing hotel with a feeling of home,"Homewood suites properties are perfect for planning short or long stays. With the feature of a kitchen with a regular sized fridge in the room, your stay fellas like you are home. Farmer boys is next door for your convenience. The special events listed on the fridge are great for if you need ideas of what to do around the area. Or if the hotel is hosting a special evening treat. Love the location as well. Close to John Wayne airport. Caroline at the front desk was amazing during check in. Very friendly and welcoming.",January 2020,none,none,"Good evening robleseddie94,         We are happy to hear that we were able to provide a home away from home experience here at our Homewood Suites. We do hope that you did take part of our complimentary evening social that we have here as well which  Monday through Thursday.           Also, thank you for taking the time to leave us a review. It is really appreciative when our guests want to share their experience with others. We do hope, though, that we get the opportunity to host you again, though, if you are ever in the area.   Best regards, Chavelly & the Homewood Suites Team",none,none,none,none,none,none,214,120
4 helpful votes,4 contributions,5.0 of 5 bubbles,"Great, comfortable stay","The staff was friendly and helpful, the breakfast was satisfying and had many options, parking was easy, and the room had all the comforts I needed. It was a quiet location which is good for relaxing. I will book again for a future visit if I am in the area.",January 2020,none,none,"Greetings, Bam 1019!  We are so thrilled to hear that your stay was just what you needed! I think we could all use a little relaxation after the holidays! Free parking and daily breakfast, not to mention our Evening Social during the week days, are a great option for guests who wish to stay in for the night.  Thank you for taking time to leave this feedback. It means so much that our guests want to share these wonderful experiences with the world! Please be sure to join us again the next time you are visiting Orange County for another great night's stay!  Best regards, Gabby & the Homewood Suites Team",none,none,none,none,none,none,215,120
1 helpful vote,1 contribution,5.0 of 5 bubbles,Two weeks of comfort and cleanliness.,"The staff was amazing from the first day throughout two weeks.  Everyday we met with friendly, helpful and smiling staff who deserve to take pride in thier work.  Especially Gabby at the front desk who remembers your name and Hose in the lobby are very personable. The maintenance and cleaning people seem to maintain a top-notch level standard and deserve to take pride too.  The hotel has a nice assortment of breakfast items and serves buffet dinners too.  It was alway full during our holiday stay but everything seemed to be managed with such efficiency.  I look forward to more stays. They were very hospitable.",December 2019,none,none,"Mr. & Mrs. J!  It was an absolute pleasure to be your Home Away From Home while you two were visiting family over the holidays. We're so happy to hear that your stay was filled with warmth and comfort from the amenities offered and our lovely team members! One of the benefits of being an extended stay-style property is getting to know our guests and what brings them to visit. It was a treat to hear about your adventures through SoCal each day! Thank you for recognizing just a few of our team members who go above and beyond to make our guests feel welcome and at home; I know I really enjoyed getting to meet you both!  Hopefully we'll become your go-to hotel for years to come. You'll have to bring the grandbaby by!  Looking forward to your next visit, Gabby & the Homewood Suites Team",none,none,none,none,none,none,216,120
1 helpful vote,1 contribution,5.0 of 5 bubbles,The perfect HOME AWAY from HOME,"Flooding in our home led us to Homewood Suites Irvine John Wayne Airport on November 10th, 2019.  Having traveled around the world and staying in various hotels, we've never felt so comfortable and spoiled by the staff and service one receives at Homewood Suites Irvine John Wayne Airport.  Daily room service, buffet breakfast and early evening snacks is just the beginning.  Being here two months now, we have taken advantage of other amenities including the 24 hour fitness center, game room, business center and laundry room on the second floor.  In addition, Farmer Boys is located in the same parking lot and guests staying at the hotel receive 20% discount off any purchase.  :)  Paula Alejo provides five star quality cleaning in our room daily.  Bed sheets are changed twice a",November 2019,none,none,"Dear Mr. & Mrs. F!  We always try to look for the bright spots in tough situations; we are so happy that the Homewood Suites Irvine has become your 2nd home while you have been waiting. We hope this time being away from the responsibilities of keeping home have been a perk! Thank you for leaving this amazing and thorough review of all the ways that the Homewood Suites Irvine makes our guests feel At Home, no matter how long they are with us.   Thank you for recognizing Paula in housekeeping. Hopefully many more have made your extended stay a memorable one! Let's not think about when you two will eventually depart (but on happy terms!) and instead just enjoy the time you are still here with us! We're here for you if you need anything else during your stay.  Warmest regards, Gabby & the Homewood Suites Team",none,none,none,none,none,none,217,120
2 helpful votes,1 contribution,5.0 of 5 bubbles,Excellent Stay!!!,"Stayed here for a trip to Disneyland with the Family.  Yes, the location is an 18 min drive from Disney but worth it as the price point, cleanliness, FULL KITCHEN, FREE parking, and FREE breakfast was all very worth it.  Customer service was a 10 as well!   I will definitely stay again.",December 2019,none,none,"Good evening, CaliCoco23  We are glad to see that you enjoyed your stay with us, and liked the location of our hotel. We are happy that you enjoyed our complimentary breakfast, it is definitely a good way to start off your morning. Thank you, for leaving us a review, and we can't wait to have here you again!   Best regards, Chavelly & the Homewood Suites Team",none,none,none,none,none,none,218,120
6 helpful votes,4 contributions,5.0 of 5 bubbles,Perfect for our vacation,"Even in the busy Holiday season this hotel and staff did not disappoint. I booked this hotel due to the reviews on Priceline and glad I did. Our family of 5 enjoyed the pool, whirlpool, basketball courts, and daily breakfast. The hotel was clean and the staff was friendly and working hard. Thank you!",December 2019,none,none,"Good morning, Karm1210!  We appreciate your kind review and your great observation! We might have been quite busy this past holiday season but our team always has a smile! Thank you for choosing the Homewood Suites Irvine for your recent visit. We are pleased to hear we stood up to the great reviews we have received from past guests. Our property has so many things to do and enjoy; it may be December but our hot tub and heated pool are always a treat!  We hope you and your family will join us again the next time you are visiting Irvine. Our Homewood Suites Irvine location is here as your Home Away From Home!  Warmest regards, Gabby & the Homewood Suites Team",none,none,none,none,none,none,219,120
2 helpful votes,1 contribution,5.0 of 5 bubbles,And to all a good night!,Our stay could not have been better! Staff very friendly and COURTEOUS! A rare find these days. Room very clean and comfortable. Loves it so much we are all coming back next month. Mrs C and I are Homewood Suites fans for sure!🎅🤶👍,December 2019,none,none,"Best Seasons Greetings to our favorite Mr. and Mrs. Clause!  Thank you so very much for leaving a review on your stay with us. We are thrilled that our hotel was just perfect for the whole family. We hope to be a part of your family's ongoing tradition when you visit Orange County. We are certainly looking forward to seeing you all again next time.   Our warmest regards from our family to yours, Gabby & the Homewood Suites Team",none,none,none,none,none,none,220,120
2 helpful votes,1 contribution,5.0 of 5 bubbles,My FAVORITE place to Stay in Irvine.,"This is my Favorite place to stay while we are down in Southern California. It’s always soooooo family friendly and clean. The people at the front desk are always so nice and inviting to us, especially to my toddler. I feel so comfortable staying here so It really feels like home away from home. I’m super critical about Hotels but this one surpasses all of my standards! I would definitely recommend anyone to stay here. Especially if you have little ones!",December 2019,none,none,"D3367EValexc,  We are so happy to hear you have become part of the Homewood Suites Irvine family! We love seeing our guests come back time and time again. Thank you so much for taking the time to share your love of our property with us all. We do our very best to maintain our facilities; we will be celebrating our 3rd anniversary this coming January. Keeping our property looking new and clean is a top priority. It is always nice to hear it shows! We look forward to welcoming you and the family back again next visit. The Homewood Suites Irvine is here as your Home Away From Home next time.  Warmest regards, Gabby & the Homewood Suites Team",none,none,none,none,none,none,221,120
26 helpful votes,18 contributions,5.0 of 5 bubbles,Excellent quality for price,"I felt that this hotel provided a very good quality experience for the price just under $200 in a high demand area. I am rarely happy with any hotel they all have something undesirable, but I had little to complain about. The beds were heavenly, the best I've experienced anywhere. Fairly quiet, well insulated walls and windows. The suite is above average in size and amenities. Would definitely pay the extra price again.",December 2019,none,none,"Good morning, Muchohucho!  Thank you so much for taking the time to review your recent experience with us! We aim to provide a great value for our guests by providing complimentary parking for all guests, daily breakfast, as well as an Evening Reception (Monday through Thursday). Perhaps you pay a little more but you certainly get a lot! Our special Hilton beds will give you the best night sleep and as a newer-built property, you can't even begin to hear the airplanes incoming to Santa Ana Airport over your head! Please be sure to join us again the next time your travels bring you to Orange County. We certainly look forward to seeing you again next visit!",none,none,none,none,none,none,222,120
2 helpful votes,1 contribution,5.0 of 5 bubbles,Great service,Got checked in by James at the front desk and he was just awesome. He checked me in and informed of all the amenities so when he was done I had absolutely no questions. Very professional and friendly customer service. The room itself was immaculate.,December 2019,none,none,"Hello there, raygA2340ST!  We kindly thank you for taking the time to review your stay; and so quickly! We so pleased, but not surprised, that you received such great service from one of our fantastic Front Desk team members. We will certainly pass your kudos along to James. Besides friendly service, we want to ensure that all of our guests enjoy a comfortable stay in their suites or studios. Our goal is to make our guests feel like they are relaxing in their own home! We hope this lovely review means you will join us again the next time you find yourself in Irvine. We look forward to hosting you again next time!  Best regards, Gabby & the Homewood Suites Team",none,none,none,none,none,none,223,120
31 helpful votes,12 contributions,5.0 of 5 bubbles,Family trip,Excellent place excellent service excellent environment  No problem at all reccomend for family or business beautiful service highly recommend and worth the money  I came with family and felt more comfortable then my own home and was relaxed the staff was just like family i really mean they were to polite and kind was unbelievable,December 2019,none,none,"Greetings, omarqazi!  Your review absolutely warms our hearts; thank you so much sharing this all with us! Our team here at the Homewood Suites Irvine is like family and we are always so excited to welcome more members in. Providing the Home Away From Home experience to all of our guests is our number one priority. Know that you are always at home while you are here with us. If there is anything we can do at all to make your stay that much better, please just let us know!  Warmest regards, from our family to yours, Gabby & the Homewood Suites Irvine Team",none,none,none,none,none,none,224,120
4 helpful votes,2 contributions,5.0 of 5 bubbles,Great Service by All Staff !!!,"Been here since Sunday and today I had the pleasure of meeting Lucina. Lucina came by my room to provide cleaning service, and not only was she personable, but committed to providing great service. I appreciate her coming by the room, cleaning it and making sure we are fully stocked on everything we may need. So far, I have 0 complaints on our stay here.",December 2019,none,none,"Greetings, Ms. Perez  Thank you so much! It is an honor that you have taken to Trip Advisor while you are still here! We certainly appreciate your time and energy in sharing your experience with us all. We are so fortunate to have an all-around amazing team who are so dedicated to providing the best experience to our guests. We will be sure to give Lucina an extra kudos for her efforts.   Please let us know if you need anything more to make your stay the very best!  Best regards, Gabby & the Homewood Suites Team",none,none,none,none,none,none,225,120
2 helpful votes,1 contribution,3.0 of 5 bubbles,Convenient for SNA but just OK !,Noisy with basketball players until midnight. Is not good for family with kids. Very small bed room for 4 people very poor breakfast don’t expect too much for a Hilton hotel and look for a better one for your vacation,December 2019,none,none,"Greetings, MikeTours2017  Thank you for taking the time to leave some feedback regarding your recent stay. Each guest review provides us with  an opportunity to improve and do better for the next visit. We are sorry to hear that your stay was not on level with our standard experiences. We apologize for any disturbances that might have hindered you and your family from having a good night's rest in our comfy beds. Our Front Desk team is on stand-by any time to handle noise issues such as the ones you might have encountered.   We have a variety of room types throughout the property. We apologize that the standard, King Studio was the only availability we had on the busy weekend that you stayed with us. We love to offer complimentary upgrades if possible, especially to our loyal Hilton Honors members. We hope that you and your family will give us another chance so we may take better care of you for next time. We are not just convenient to Santa Ana Airport but for all kinds of fun things to do in Orange County!  We hope to see you again on your next visit, Gabby & the Homewood Suites Team",none,none,none,none,none,none,226,120
4 helpful votes,2 contributions,5.0 of 5 bubbles,Came back again and will always return when in Irvine!,"Paul and his team always does an incredible job!  This stay we arrived after a long drive from Sacramento in the early hours of the day. The night audit was great and the team was ready for our late arrival with the beds made up for the kids.  Chavelly and James were amazing as well as everyone we came in to contact with.  Breakfast is great, the pool and basketball court are my kids favorite perk and the convenience to the beaches and Disney are perfect!",August 2019,none,none,"Greeting, Brent!  We wish to thank you for leaving such a great review in regards to your most recent visit. We pride ourselves on offering a great night's sleep and tasty breakfast in the morning, all served up with smiles and care for our fabulous team! Thank you for recognizing just a special few that made such a joyous impact in your stay. We will certainly pass the kudos along.  We cannot wait for the family to join us again. No matter the time of year, our outdoor area with pool and sports court are great places for families to come relax and unwind after a busy day. The Homewood Suites Irvine will always be here as your Home Away From Home!  Warmest regards, Gabby & the Homewood Suites Team",none,none,none,none,none,none,227,120
2 helpful votes,1 contribution,5.0 of 5 bubbles,Excellent Family Vacation,"This is our go-to hotel in Irvine when kids wants to go to Pretend City and Disney. We’ve been here at least three times and each time it had been a wonderful experience. The front desk staffs especially are very welcoming and helpful! Our kids loves the spacious suites and we love the price point ;) As a side note, if you bring a totbloc playpen which is giant, it’ll still fit between the two queen beds!",November 2019,none,none,"Greetings, marian53388  The Homewood Suites Irvine has something for everyone! We proudly offer complimentary parking, breakfast, wifi, and our renowned Evening Reception in all of our guest stays. Our younger guests love to be able to make their own waffles at our waffle bar in the morning and parents love not having to take them out to breakfast!  Thank you for recognizing our wonderful team who try their very best to make all of our guests feel welcome and at home. We look forward to sharing this review with them all! Please bring the family again the next time you are looking for a little fun. We can't wait to see you all again next visit.   Warmest regards, from our family to yours, Gabby & the Homewood Suites Team",none,none,none,none,none,none,228,120
168 helpful votes,38 contributions,5.0 of 5 bubbles,"The Best Hotel, especially for long term stays","We stayed at Homewood Suites for 3 weeks while my husband was working in Irvine. After a while it seemed like home because of the excellent staff who were friendly and accommodating, the wonderful breakfasts each morning and the evening social that included a substantial amount of food plus free flowing beer and wine.  We could eat mostly hotel food, adding an entree for dinner, and because of this it was very economical.  Hotel and surrounding area is very quiet, except for a little jet noise if you stay on the north side. The housekeeping staff keeps this place extremely clean.  Our room was spacious, comfortable and squeaky clean. As a former HR Director, hard for me not to notice the teamwork and general camaraderie among the staff.  Everybody seemed happy and so tuned in to",November 2019,none,none,"Ahoy, Sailorsal!  We really enjoyed reading your awesome review! It is great to hear that our team's synergy and cooperation shines through to make our guest's stays the very best!  Our Homewood Suites Irvine location provides a great value for all of our guests. With our complimentary breakfast and weeknight Evening Reception paired with free parking makes for a winning deal! That let's you save a little funds for the important things in life, like tacos and Disneyland!  Please think of us again the next time you and your family are visiting Orange County. Our friendly team will be here to welcome you all back again.  From our family to yours, Gabby & the Homewood Suites Team",none,none,none,none,none,none,229,120
4 helpful votes,2 contributions,5.0 of 5 bubbles,Wonderful stay,"We checked in very late to the hotel because I-5 closed down and they understood and gave us a care package when we arrived. Extra water bottles, towels, and plenty of shampoo conditioner toothpaste.   The employees Itzy, Tania, and Jordan were Soo kind to us and greeted us every time we left and arrived to the hotel. That following morning, we were soo tired from the drive that we slept right through breakfast. They were kind enough to request the kitchen to make 6 plates of food for our family after breakfast hours, and brought it to the room in a cart.  We go here every time we visit our family in Southern California, and will continue coming in the near future. Thanks for making our vacation even more pleasant than it already is",November 2019,none,none,"Greetings and good evening, vincentn789327  We want to thank you from the bottom of our hearts for leaving this amazing review on your visit. What a wild weekend it was with the holiday and the weather! We are sorry to hear your family hit a few bumps along the road but we are so happy our team was able to be a shining ray of light! Thank you for recognizing a few of our dream team who made a special impact in your visit. We can't wait for your family to join us again so we can provide you with another memorable stay. Be sure to come back and stay with us again the next time you are visiting Orange County!  Warmest regards, from our family to yours Gabby & the Homewood Suites Team",none,none,none,none,none,none,230,120
231 helpful votes,361 contributions,5.0 of 5 bubbles,Fantastic,"Stayed here with 30 people - a high school hockey team from Canada. This place is impressive.  So very clean.  Spacious.  All staff are friendly and they clearly take pride in this hotel. The breakfast was top notch and the pool area, hot tub and basketball court was perfect for our team. I have stayed at many places in the United States and this is one of the cleanest, best kept and run facilities ever. Great place to stay.",November 2019,none,none,"Greetings, marsands2016  Thank you so much for selecting our Irvine location for your group's visit from up north! We are so excited that your stay left such a great impression on you and your team. Our lodge makes a great spot for groups to come together, strategize, and take on the competition! Should you all find yourself in Orange County again, please come back to visit! It would be our pleasure to host your group again and be your Home Away From Home next visit.  Don't be a stranger!  Best regards, Gabby & the Homewood Suites Team",none,none,none,none,none,none,231,120
10 helpful votes,5 contributions,5.0 of 5 bubbles,Awesome staff,"I’m a fairly new guest and already this feels like coming home. Every staff member I’ve encountered has been professional and accommodating.  As a former Front Office Manager back in the day, I can say that they have been trained well!  They always use the guest’s name and it’s done in such a warm, genuine way—never robotic. My rooms have consistently been meticulously cleaned and well-appointed, and the beds are Hilton comfortable. When you’re working away from family and the comforts of home, you really appreciate finding a place that is the next best thing. Thanks, Homewood—see you soon!",November 2019,none,none,"Good morning, 126karenn!  It was such a treat to read your review; thank you so much for sharing it with us. It's so lovely to hear that you feel welcomed and At Home with us, despite just beginning to stay here! It is a great honor to be considered as a Home Away From Home for many of our guests who travel so regularly with us.   We are so glad that you found the property itself to be to your total comfort. A good night's sleep and a yummy breakfast is just what you need to get your day going right.   We definitely look forward to seeing you again next time. Have a happy Thanksgiving and enjoy your well-earned time at home!  Best regards, Gabby & the Homewood Suites Team",none,none,none,none,none,none,232,120
4 helpful votes,2 contributions,5.0 of 5 bubbles,Above and beyond...  friendly and accommodating!,"The staff at Homewood Suites in Irvine is amazing.  Everyone is friendly and happy.  The front desk crew are exceptional and I must say a special thank you to Kim, Mayra, Gabby and Caroline.  The rooms are spacious, clean and well serviced.  I would not hesitate to book this hotel again.",October 2019,none,none,"Good morning, living_soil  Thank you so much for your wonderful review regarding your visit. Our guest suites, complimentary amenities, and fabulous team make for a winning combination! We appreciate the special shout out for just a few members who make up the whole crew at the Homewood Suites Irvine. We can't wait for your next visit. Please know that we are always here if you need anything; we are so looking forward to seeing you again!  Our very best regards, Gabby & the Homewood Suites Team",none,none,none,none,none,none,233,120
