Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,1 contribution,5.0 of 5 bubbles,Excellent Accommodations,"Great location with lots of amenities.  Wonderful place for families.  Very friendly and helpful staff.  I will stay here every time I visit Disneyland.  So much was in walking distance, but you don't need to leave the hotel for a drink or great breakfast.  Secure parking, great pool, clean room and large bathroom made it very comfortable for our family of four.  Directv, mini-fridge and microwave were appreciated.",January 2023,none,none,"Dear Marcus, Wow! What a delightful review! Thank you for all of the wonderful compliments and we couldn't be happier to hear how much you enjoyed your stay. We are thrilled that Hotel Lulu, BW Premier Collection is now your ""go-to"" hotel any time you're visiting Disneyland.",none,none,none,none,none,none,57,63
none,1 contribution,5.0 of 5 bubbles,Loved it!,"Comfortable, clean, great location highly recommend. Very short walk to Disney, hotel has everything you could need, every staff member we talked to was friendly and helpful. Without a doubt will continue to stay here",January 2023,none,none,"Our goal is to make sure we always have high marks on the three ""C's"" that are so important to all of our guests; clean, comfortable, and convenient accommodations. We are thrilled to know you were impressed with all we have to offer so close to Disneyland and honored that you will be joining us again at Hotel Lulu, BW Premier Collection.",none,none,none,none,none,none,58,63
none,1 contribution,5.0 of 5 bubbles,Nice hotel for Disneyland trip,"The room was clean and quiet and in great proximity to Disneyland and restaurants nearby.  The beds were comfortable.  We had a late check-in after midnight and the evening staff was friendly and fast. It wasn't required, but I usually check-out in person for a receipt. The staff was very friendly again.  This is BW Premier, which was overall a good experience and expected value.",January 2023,none,none,"Dear Bbharlan, Guest satisfaction is our top priority here at Hotel Lulu, BW Premier Collection, and it appears that we hit the mark for you to have an enjoyable stay! Thank you for detailing your experience, and we are pleased that our prime location, quiet accommodations, dedication to cleanliness, and hospitality were all positive aspects of your stay. The next time you are in Anaheim and looking for a hotel that checks all the right boxes, we are confident you will keep us in mind. Safe travels!",none,none,none,none,none,none,59,63
none,1 contribution,5.0 of 5 bubbles,WONDERFUL PROPERTY!,"Convenient, Clean, and Courteous staff!!!!!  Very happy with my stay and experience at this Hotel Property!  I have stayed at MANY properties in the Anaheim area, and this hotel was by far my greatest experience. I will definitely stay here again, and recommend to others.",January 2023,none,none,"It's so good to know that you enjoyed your stay at Hotel Lulu, BW Premier Collection. Thank you for spotlighting our dedication to cleanliness and friendly staff. Hosting your stay was the ultimate pleasure, so please return soon for another five-star visit.",none,none,none,none,none,none,60,63
none,1 contribution,1.0 of 5 bubbles,Disney trip,Bad weather but still had a great time nice that hotel was close to Disney parking lot …came back to room often to dry off and change clothes…and head back to park and do it all over again. I hop next door open 24 hours so had late night breakfast,January 2023,none,none,"Thank you for offering feedback about your recent experience at our hotel. We're glad you enjoyed your stay with us and our convenient location close to area theme parks. While we notice the rating of your stay is low, your comments are positive. If you think you may have incorrectly rated your visit with us, we'd appreciate you reposting your review with a new response. Please allow us to host you again should you return to Anaheim.",none,none,none,none,none,none,61,63
5 helpful votes,7 contributions,5.0 of 5 bubbles,Excellent facilities and staff,"The hotel is great, it is not the newest but it was recently renovated and the staff is excellent. It is walking distance to Disneyland, there’s an iHop next to the hotel and a Walgreens in the corner. Would definitely recommend staying here.",December 2022,none,none,"Dear Katy,  It brightens our day to know that you had a fantastic experience with us. We always endeavor to exceed expectations, and we're thrilled that our friendly team reflected that. Additionally, we're thrilled that you were able to take advantage of our convenient location! Thank you so much for recommending us to your fellow travelers and we hope to see you again soon.",none,none,none,none,none,none,62,63
none,1 contribution,4.0 of 5 bubbles,"Great Hotel, Great Staff, Very accommodating",Everything was great.  My only complaint would be that the walls are very thin.  You can hear almost everything in the adjacent rooms.  I was told that this is an old building so it does not surprise me.   Re-insulating the walls would be a major undertaking and cost a lot of money so I understand why it wasn't done.  Besides we spent most of our time in Disneyland Resort so it really didn't bother us because we were exhausted by the time we got back to our room.,December 2022,none,none,"Dear Bob, Thank you for staying with us at Hotel Lulu, BW Premier Collection. It is awesome to learn that you found our location convenient for enjoying the local attractions and liked our friendly, helpful staff. We hope you will come back and see us again in the future.",none,none,none,none,none,none,63,63
none,1 contribution,5.0 of 5 bubbles,Disneyland family reunion,"Great stay, great beds, short walk to Disneyland. Leave the hotel, turn left, about one block turn left again, then short walk to Disneyland Toy Story parking lot where you can catch the Disneyland free shuttle.",December 2022,none,none,"Your stellar review is everything we always hope for all of our guests. Thank you for highlighting our comfortable beds and prime location so close to Disneyland. We look forward to welcoming you and your family back to Hotel Lulu, BW Premier Collection the next time you visit Anaheim.",none,none,none,none,none,none,64,63
none,1 contribution,1.0 of 5 bubbles,Double charged for room,"I had booked a package thru Disneyland.  Paid for room and tickets up front.  After a fun week at Disneyland with my friends, I checked out of our hotel.  I am a Magic Key holder, so the room was booked under my friend's name, but I paid for the room.  Upon returning home, I find out that they charged me the full price for the room on my credit card the day I checked out.  I didn't understand, as when I checked in I told them that it was prepaid thru Disneyland and they verified that, yes I had a paid package.    Honestly, I was going to give the hotel a decent review, but after being charged over $1000 and 10 days later, I still have no refund, yes very unhappy.  I have also contacted Disney to report this hotel.  I have used Disney Travel a few times in the past and never had",December 2022,none,none,"We're sorry to hear that you encountered these issues, as this is never our intention. We understand your frustration, and we encourage you to reach out to us at hello@hotellulu.com so that we may gather more information and better assist you. Thank you, and we hope to hear from you soon.",none,none,none,none,none,none,65,63
none,1 contribution,5.0 of 5 bubbles,Great value for Disney trip,We loved staying here. The Libby was clean and welcoming. Parking was easy and staff were friendly and helpful. Easy walk to the parks. Also close to remote parking for Disney. Room was clean and had tea kettle to make tea or instant coffee. Mini fridge and microwave make it for easy quick mornings.,December 2022,none,none,"Offering unbeatable value in a prime location is what we do best at Hotel Lulu, BW Premier Collection! Thank you so much for sharing what you enjoyed about your experience with us. Feedback like yours ensures we keep up the great work. The next time you're in Anaheim, we look forward to seeing you again!",none,none,none,none,none,none,66,63
none,1 contribution,5.0 of 5 bubbles,Great hotel and amazing staff,"The only reason I am filling out this survey is because of Savannah at the front desk. I come to Anaheim often, and only chose Hotel Lulu this time due to a last minute change in plans. Upon arriving, Savannah was incredibly gracious and welcoming, and went above and beyond to answer any questions I had and provide helpful information to make my stay better. She also called me shortly after checking in to let me know an electric scooter I had ordered was delivered. Every engagement with her was friendly and inviting. I manage a bank, and if Savannah lived closer, I’d be trying to recruit her away! The hotel is also great! Remodeled lobby and lounge area. Also great proximity to Disneyland.",December 2022,none,none,"Dear Haggard, Your kind comments have brightened our day, and you can bet that we will share your recognition of service with Savannah. She truly is an asset to our team. We are thankful that your last-minute plans brought you to Hotel Lulu, BW Premier Collection. The next time you are in Anaheim, we hope to be top of your list for accommodations you know you can count on. Until next time!",none,none,none,none,none,none,67,63
3 helpful votes,6 contributions,4.0 of 5 bubbles,Excellent Find Close to Disneyland,"Full disclosure, I had planned on staying at the Candy-cane up the street, but they haven’t reopened yet and my reservation was canceled. Someone on Facebook recommended Hotel Lulu as an alternative. It proved to be a great suggestion! Very friendly staff, cheerful lobby decorated for the holidays. Bed was VERY comfortable and I paid extra for a view of fireworks from DL. The view was great. An easy ten minute walk to Disney. My only “complaint “ is that the towels are very thin, but this is a minor issue.",December 2022,none,none,"Thank you for staying with us and taking the time to share your thoughts. We're glad our comfortable rooms, friendly staff, and beautiful views helped make your visit memorable. The next time you're in the area, please come back to see us.",none,none,none,none,none,none,68,63
none,1 contribution,5.0 of 5 bubbles,Wonderful Birthday Trip!,"Great remodeled Hotel. Quick check in with a complimentary cocktail offered! The staff had put balloons in our room for my daughters birthday. Our room was super clean and very cute, I loved the electric kettle. The breakfast was great in the restaurant and a good value for the money. The location was great for Disneyland being right by the toy Story lot. It took us 15 minutes to get from the hotel and through security to the main gate. Wonderful friendly staff. Great experience!! Will definitely be staying again!!",November 2022,none,none,"Dear Deb, It was a pleasure to host you for your magical birthday celebration! We are elated that you enjoyed your time with us and that our staff, accommodation, dedication to cleanliness, location, and amenities were all highlights of your stay. After a long day at the parks, we know how important rest can be, and we hope that your accommodations left you feeling recharged to continue your adventures. Happy birthday to your daughter, and we look forward to seeing you again soon!",none,none,none,none,none,none,69,63
none,1 contribution,5.0 of 5 bubbles,Great location,Came up for Disneyland and everything was great. Only issue was with the breakfast tickets we weee given other than that everything was great. Check in was super easy and fast.  A short 10 minute walk to go Disney.,November 2022,none,none,"Dear Kristina, We're happy to hear that you loved our excellent location and our proximity to Disney! We'd be glad to hear your thoughts regarding breakfast, and we hope to welcome you back for another five-star experience in the future.",none,none,none,none,none,none,70,63
none,1 contribution,5.0 of 5 bubbles,Cute hotel good for family,"Really cute redone hotel. They did a good job making it feel kid friendly and modern, knowing it use to be just an older hotel. Great value, kind staff, yummy food. Walkable to park, only issue we had was a food allergy that the cook was not careful about, but they fixed it when we brought it up and apologized. Would stay again. It was also quite and my ADHD/ASD son was able to sleep because it was quite on the higher floor.",November 2022,none,none,"Thank you for making Hotel Lulu, BW Premier Collection a part of your trip. We're glad our quiet, kid-friendly rooms and tasty food helped make your visit memorable. If your adventures bring you back to town, we'd be happy to host you again.",none,none,none,none,none,none,71,63
none,2 contributions,2.0 of 5 bubbles,Close proximity to Disneyland,"The hotel looks cute on the surface, but the room we stayed in had peeling wallpaper, old shower head that had poor water pressure and a LOUD ac/heating unit. There was a cute pour over kettle for INSTANT coffee (seriously???) The blankets and sheets were so old and worn out.",November 2022,none,none,"We're sorry to hear that the upkeep of the property failed to impress you. This is never our intention, and we'll be sure to keep your comments in mind as we continue to make changes for the future. Thank you, and we hope you'll give us another chance soon.",none,none,none,none,none,none,72,63
1 helpful vote,1 contribution,4.0 of 5 bubbles,Disneyland trip!,"It was a great location and just walking distance from Disneyland. Staff were so welcoming, didn’t matter what time of day we came in! Hotel lulu will be seeing us again in the near future. Worth it for the price.",November 2022,none,none,"We were delighted to welcome you to Hotel Lulu, BW Premier Collection, during your recent Disneyland trip. It's wonderful to hear we were able to deliver such a positive experience and that you appreciated our close proximity to Disneyland, as well as the friendly service our team always provided. Thank you for taking the time to share your kind words, and we hope to have the pleasure of your company on another occasion.",none,none,none,none,none,none,73,63
none,2 contributions,5.0 of 5 bubbles,"Clean, Affordable, great hotel!","We absolutely loved our stay at the Hotel Lulu. We usually stay at a BW property directly across from the parks just for convenience, but this hotel was far better, more affordable, and the distance from the parks was not a far walk at all. The room was clean (including the carpet/floors), bathroom was nice and big and remodeled, love the soap/shampoo/conditioner dispensers, no sound between walls (only from noisy guests running down the hallway after coming back from the parks, but it was minimal), and INCREDIBLY comfortable beds that made our sleep waaaay better than stays at other hotels. And I can’t believe how low the price is for how awesome the hotel is, AND I get my Best Western points!! It’s our new favorite!!",November 2022,none,none,"Dear Jayne, To hear that we have become your new favorite place is music to our ears. Thank you so much for highlighting everything from our clean accommodations to our prime location. We hope you made plenty of amazing memories during your visit. We can't wait to welcome you back to Hotel Lulu, BW Premier Collection.",none,none,none,none,none,none,74,63
none,1 contribution,4.0 of 5 bubbles,Great family trip,Rooms were clean. Customer service was excellent at check in and check out. Coffee shop service was great and coffee tasted great. Rooms only had hot water carafe with instant coffee which was not good. Bath tub water was slow draining but issue was fixed right away.  We took Lyft to the parks everyday but there is a bus stop right in frint.,November 2022,none,none,"On behalf of our Hotel Lulu, BW Premier Collection team, thank you for being our valued guest! We are pleased that you enjoyed our clean, comfortable accommodations and delicious coffee offerings! Your feedback is also much appreciated as we constantly work hard to improve in the areas that matter most to our guests. Please come back soon for an even better time; we're confident we can impress you and earn that fifth and final star.",none,none,none,none,none,none,75,63
none,6 contributions,4.0 of 5 bubbles,Basic hotel close to disney,A basic hotel that's an easy walk to Disney and decently priced. Front desk staff was friendly.   A little wear in the tub but nothing that noticeable. The safe was broken but maintenance was able to come in and fix it within the hour.  We needed a mobility scooter for someone in our party and it was able to get delivered there without issue.,October 2022,none,none,"Dear Katie, We are happy to know that the easy access to Disneyland, quick service from our staff, and great value helped make your trip to the parks a worthy stay at Hotel Lulu, BW Premier Collection. Thank you for your visit, and we hope to see you again the next time you are in Anaheim.",none,none,none,none,none,none,76,63
none,2 contributions,5.0 of 5 bubbles,so pretty and affordable!,This place was so cute and clean!! It was so cozy and the price was perfect compared to all the other ones. This would definitely be my choice to stay again ! One problem I chose the firework veiw room and we didn’t see any :(,November 2022,none,none,"It's wonderful to hear that our clean accommodations impressed you at Hotel Lulu, BW Premier Collection and that you had a great time overall. Please consider coming back to stay with us again later down the road.",none,none,none,none,none,none,77,63
3 helpful votes,16 contributions,5.0 of 5 bubbles,Exceeded Expectations,"Super nice customer relations person, Ray, greeted me and checked me in a bit early with only sympathy for my long day of travel, none of that hassle about early check-in charges that other hotels sometimes do. I got help with directions from him, as well. Nice room. All good!",November 2022,none,none,"Thanks for staying at Hotel Lulu, BW Premier Collection. Ray strives to impress with his warm hospitality, so we know he will be delighted you remembered him by name! Next time you plan a vacation in Anaheim, we hope you will depend on us again for our comfortable accommodations!",none,none,none,none,none,none,78,63
none,none,5.0 of 5 bubbles,Happy customer,This past month I got to stay at hotel lulu. The hotel is right across the street from Disneyland. I actually choose to stay here since I was attending a concert at the Honda center which is less than 3 miles away from Hotel Lulu. As soon as I arrived I was greeted and check in by Adan.  The check in process was super easy. They even gave us complementary drinks. The room was super cozy and comfortable. We were able to keep our drinks cold in the fridge with no problem. I already booked my next stay for next month. Thank you Hotel lulu and staff for making me feel safe and comfortable at your hotel.,October 2022,none,none,"Dear Kelly, We're so happy to hear that everything from our comfortable accommodations to our prime location impressed you at Hotel Lulu, BW Premier Collection! Please come back and stay with us again later down the road.",none,none,none,none,none,none,79,63
none,1 contribution,5.0 of 5 bubbles,Disneyland,"Very close to Disney, easy walk, nice employees. It was very clean and I felt safe being there. I would definitely stay there again. I enjoyed my stay and so did everyone in my group. Overall a very good hotel",November 2022,none,none,"We're thrilled to know that our clean accommodations and prime location impressed you at Hotel Lulu, BW Premier Collection! Please come back and see us again soon.",none,none,none,none,none,none,80,63
1 helpful vote,18 contributions,5.0 of 5 bubbles,Friendly and convenient Hotel,"Booked Hotel after such good reviews and closeness to Disneyland , did not disappoint.  Was able to see the fireworks from our bedroom window at 9.30 pm. The hotel staff were so helpful and friendly which is such an asset.  To name two Shannon and Aiden , but all staff were more than helpful. The hotel was clean and we had a kettle and microwave in our room which was such an asset . If ever I went to Anaheim again I would definitely go to Hotel Lulu again",October 2022,none,none,"Hosting you at Hotel Lulu, BW Premier Collection was indeed a pleasure! From our prime location to our amiable staff and clean, well-equipped rooms, we love to impress. Nothing would delight us more than serving you again, so we hope you have plans to return soon!",none,none,none,none,none,none,81,63
1 helpful vote,1 contribution,5.0 of 5 bubbles,"Friendly hotel, great atmosphere, excellent location","This is my second stay at this hotel for a family Disney trip. The hotel is adorable, has a great pool, an excellent coffee bar, the staff is very friendly, and the location cannot be beat. Such an easy walk to the parks!",October 2022,none,none,"It is always a pleasure to welcome back a repeat guest, and we are thrilled to hear that you enjoyed your time with us at Hotel Lulu, BW Premier Collection once again! We take great pride in our friendly team and plentiful amenities and are pleased that this was reflected in your experience. It's fantastic to know that you were able to take full advantage of our convenient location! Thank you so much for your wonderful review, and we look forward to seeing you again in the future!",none,none,none,none,none,none,82,63
none,1 contribution,5.0 of 5 bubbles,Will definitely stay again!,The rooms were super clean and the staff was all amazing ! The Kia at ion is so close to the park you can walk or shuttle on over! You can use the Disney shuttle which is right next door! We will definitely be staying here again,October 2022,none,none,"Dear Joy, It was a pleasure to welcome you to Hotel Lulu, BW Premier Collection, during your recent stay. We're thrilled to hear you had a great experience and appreciated our clean accommodations and the convenience of our shuttle service, as well as the excellent hospitality our team provides. Thank you for taking the time to share your positive review, and we very much look forward to your return!",none,none,none,none,none,none,83,63
none,1 contribution,5.0 of 5 bubbles,What a wonderful stay!!,I love staying near Disneyland and I almost didn’t book Hotel Lulu because I wanted to be right across the street. I am so glad I stayed here because the location was just perfect!!! The ART tram picked up right in front of the hotel. But the best part was how clean and comfortable the hotel was. The staff was amazing and so personable. Hotel Lulu is my new favorite hotel and I will only book with them now.,October 2022,none,none,"What a wonderful review of Hotel Lulu, BW Premier Collection! It's great to hear that our location was ideal for exploring Disneyland. We're also delighted you enjoyed our warm hospitality, clean, comfortable accommodations, and convenient shuttle. Thanks so much for your enthusiastic compliments, and we look forward to your next visit!",none,none,none,none,none,none,84,63
none,1 contribution,1.0 of 5 bubbles,Bad appliances,Had 2 rooms and neither one did the refrigerator work in an when you need to keep insulin cold there is an issue with the fridge which did not even have a freezer so you could keep an ice pack cold that is a big problem,October 2022,none,none,Thank you for taking the time to share your experience. We are incredibly sorry to see that your stay with us was not perfect. The things you have mentioned are not acceptable and will be addressed with diligence. We certainly hope we get a second chance to impress you in the future.,none,none,none,none,none,none,85,63
7 helpful votes,6 contributions,4.0 of 5 bubbles,Clean hotel within walking distance to Disneyland,Hotel Lulu was clean and conveniently located.  No shuttle available to Disneyland but about 3 blocks walking distance. Very friendly/helpful front desk staff.  We came in late one night to the restaurant.  It was closed but the lady there got us hot chocolate!  So nice!  No fan in the bathroom so it does get pretty steamy/hot quickly.,October 2022,none,none,"Dear Nicole, Thank you for your recent stay at Hotel Lulu, BW Premier Collection as well as your kind review. We are happy you enjoyed our prime location as well as our clean accommodations. Should your travels bring you back to the area, we hope you choose us for your stay again.",none,none,none,none,none,none,86,63
none,1 contribution,4.0 of 5 bubbles,Honest Review,"Front desk was very friendly and informative. Complimentary milano cookies (for kids) and cocktail (for adult) was nice. The room was clean and spacious however, my reservation was for a single king and we ended up with 2 queens. We were on the 4th floor and the room was very warm, even with AC set at 63. It blew cold air, but the vents were pointed up so the rest of the room couldn't cool down. Between the upstairs neighbors, toilets flushing, people next door, and housekeeping, sleep was nearly impossible which made it hard to get rest after a long day at Disney and having to travel the next day. We asked for a window facing disney so we could catch the fireworks show (as advertised) but we could hardly see because the Hilton across the street blocked the view. Parking",October 2022,none,none,"We welcome all feedback from our guests, and we thank you for sharing your experience. Our staff appreciates earning your praise for our attention to cleanliness, friendly staff, and complimentary cookies/drinks. Please know if you encounter noise or issues with your room during your stay, our front desk is ready to help find a solution should they be made aware. Nonetheless, we thank you for pointing out where we could have improved your visit, and we hope during your future visit, we can exceed all of your expectations. Come back soon!",none,none,none,none,none,none,87,63
6 helpful votes,40 contributions,5.0 of 5 bubbles,Gave it a try!,"Wonderful!  We decided to give the Lulu a try and were so happy we did! Convenient location, nice rooms, cute decor and a great heated pool area. We would recommend and definitely return !   Lots of restaurants and Walgreens close by.  Did  I mention Friendly staff.  15-20 min walk to Disney.",October 2022,none,none,"We’re thrilled to hear about your recent experience with us, and we’re so honored that you recommend us to your fellow travelers! It’s fantastic to know that our comfortable accommodations, relaxing pool, and friendly team helped make your trip a memorable one. Thank you for taking the time to share your experience, and we look forward to welcoming you back to Hotel Lulu, BW Premier Collection again soon!",none,none,none,none,none,none,88,63
none,1 contribution,5.0 of 5 bubbles,Close to Disneyland,Only took a few minutes to drive from the Disneyland garage. Easy and quick check in. Very comfy beds. Lovely decor. Yummy breakfast. Will definitely stay again in the future. Next time we’ll definitely use the shuttle to and from the park.,October 2022,none,none,"Familiar faces are one of the best compliments we can receive and know that our team would be happy to serve you again. Thank you for your kind praise on our quick check-in, comfortable accommodations, delicious breakfast, and convenient amenities. We look forward to hosting you for your next magical getaway!",none,none,none,none,none,none,89,63
none,5 contributions,2.0 of 5 bubbles,Rude housekeeping,"I came to Anaheim just for Disneyland and chose this hotel specifically because it's walking distance to Disneyland and affordable. I read reviews and knew it's just an average hotel and wasn't expecting anything except for a place to sleep overnight and a place to park my car. The parking lot is behind the hotel and it's easy to get in and out. The front desk staff was also really nice and helpful. The room was spacious and ok. The towels were so old and non absorbent. It's like all the cotton has been worn out and should've been trashed years ago. The pool was freezing cold, with a bunch of annoying kids running around and screaming, and parents didn't do anything about it, so it was hard to relax at the pool, but that didn't bother me because I didn't come there to relax at a",October 2022,none,none,"Dear Kristen, Thank you for reaching out to us. We are glad that you appreciated our fantastic location and that you had a satisfactory visit overall. That being said, we will be sure to discuss your concerns with the relevant parties to ensure that we are providing the quality experience that we know we are capable of. We appreciate your feedback and hope that you will come back to see us for a better stay soon!",none,none,none,none,none,none,90,63
none,2 contributions,1.0 of 5 bubbles,"Watch out for Housekeeping once you leave something, they take it!","I forgot some of my jewelry in a drawer when I checked out. Called them back as soon as I realized I left it in the nightstand drawer. They told me to call the next morning to talk to that shift supervisor. Called in the morning, front desk says the shift supervisor will return my call. They never called back. I call again, front desk says nothing was found. They didn't ask for my name, a description of what was left behind not sure what to think except they could be hiding something.  I am now noticing they are not even answering my phone calls so I can offer a reward. Please remember all your belongings when you check out.",October 2022,none,none,"Dear Glendar, We are sorry to hear about your disappointing experience with us, as it is always our intention to provide great customer service. Please accept our sincerest apologies that we did not live up to your expectations on this occasion. We are thankful that you reached out to share your experience, as your valuable feedback helps us to improve our processes and better serve our guests. On behalf of our entire team, we wish you happy travels ahead.",none,none,none,none,none,none,91,63
none,1 contribution,5.0 of 5 bubbles,Great,The staff was very helpful and we felt secure with the parking lot very secured! This was our first time at this hotel. Hopefully we can sign up for points love it! Beds were comfortable and room was very clean!,September 2022,none,none,"On behalf of the entire team here at Hotel Lulu, BW Premier Collection, we appreciate the perfect rating and thank you for taking the time to share your experience. Friendly staff, comfortable accommodations, and a dedication to cleanliness are all aspects you can expect when staying with us. We eagerly await your next visit, and we hope you are already making plans to return to Anaheim soon!",none,none,none,none,none,none,92,63
none,1 contribution,5.0 of 5 bubbles,Excellent Stay,"We were welcomed with a complimentary cocktail which was a pleasant surprise and a wonderful first impression.  This set the tone for our stay, which was wonderful.  Excellent front desk service from Natalie, clean room in excellent condition and a quiet stay.  My wedding ring was misplaced and the hotel staff and management was right there to help us look for it! They were all so helpful and caring",September 2022,none,none,"Hosting your stay at Hotel Lulu, BW Premier Collection was a pleasure, and we are thrilled to hear that you enjoyed our excellent service and clean, peaceful accommodations. Thank you for being our valued guest, and please come back soon!",none,none,none,none,none,none,93,63
9 helpful votes,16 contributions,4.0 of 5 bubbles,First time at Hotel Lulu...very enjoyable!,"A very good first impression on our first visit here. Lobby was clean, as were the hallways and room. Happy we had a good view to S Harbor Blvd. Very happy there 4 large pillows on each queen bed. The AC worked with a small rattle that was somewhat acceptable. Microwave and refrigerator were nice except we needed a freezer for our ice blocks. Bathroom was very clean and nice clean white towels. The shampoo, conditioner, and body wash bottles that were in the shower needed to be refilled, but we brought our own to use in addition to what was there.",September 2022,none,none,"It was such a pleasure to welcome you and your family to Hotel Lulu, BW Premier Collection! We always endeavor to exceed expectations, and we're thrilled that our clean and comfortable accommodations reflected that. Additionally, your suggestions for areas where we can improve are greatly appreciated as we are always searching for ways to be better! Thank you for taking the time to share your experience, and we look forward to welcoming you back soon!",none,none,none,none,none,none,94,63
42 helpful votes,30 contributions,5.0 of 5 bubbles,Welcome drinks!,"This is a great hotel. It’s close to the park. It’s pretty much like all the other hotels in the area, but maybe a little on the nicer side. We stayed one night, but we went to the park for two days. So we were able to check out and then store our bags in the car and keep the car in their parking lot for the whole day. The staff was super nice too.",September 2022,none,none,"Dear Mattleonardo, Thank you for making our day with your great review and fun headline - ""Welcome Drinks""! We are thrilled you enjoyed your stay and close proximity to the park. We look forward to having you stay with us again at Hotel Lulu, BW Premier Collection.",none,none,none,none,none,none,95,63
none,3 contributions,5.0 of 5 bubbles,Close to Disneyland,Stayed here for one night and thought it worked out great!  The hotel is very close to the Toy Story shuttles which is a plus!  The front desk gentleman was super friendly and helpful.  I would stay here again😊,September 2022,none,none,"Your glowing review of your time with us at Hotel Lulu, BW Premier Collection is much appreciated. Thank you for highlighting our excellent location and welcoming staff. The next time that you are in the area, we would be honored to host you again.",none,none,none,none,none,none,96,63
none,5 contributions,5.0 of 5 bubbles,Great Stay!!!,We were attending my company's event at Disneyland Hotel and decided to stay at Hotel Lulu since it was really close. We had a wonderful stay. Natalie at the front desk was very polite and helpful. Upon check in we received a complimentary cocktail that was very delicious. Definitely recommend this Hotel.,September 2022,none,none,"Dear Tony, We're thrilled to hear you had such an enjoyable experience during your recent stay at Hotel Lulu, BW Premier Collection. It's especially great to know you appreciated the excellent hospitality Natalie provided at the front desk; we will be sure to pass along your kind words! We're also pleased you enjoyed the complimentary cocktail on arrival. Thank you so much for taking the time to share your positive review and recommendation, and we hope to have the pleasure of your company the next time you're in the area.",none,none,none,none,none,none,97,63
1 helpful vote,3 contributions,5.0 of 5 bubbles,I was surprised,"This stay was amazing. Hotel was gorgeous and staff was so friendly. They give you an IPA as you check in. Room was HUGE!!! It was so clean also and nice shower. Best stay I have had this whole trip. Only an 8 minute walk to Disney. Laundry facilities were very clean. Do not overlook this hotel, it is worth it!",September 2022,none,none,"Dear Jackie, Thank you for your compliments on our beautiful property and friendly staff! We're glad our location worked well for your trip and that you appreciated our many onsite amenities. If your travels bring you back to the area, please come see us again at Hotel Lulu, BW Premier Collection.",none,none,none,none,none,none,98,63
none,1 contribution,5.0 of 5 bubbles,Excellent Stay!,The staff was extremely friendly and helpful. The room were clean and comfortable with a great working A/C. I would stay here again due to the convenience of being close to Disneyland Parks and the comfort of the hotel!,September 2022,none,none,"Dear Aly, Thank you for the outstanding review of your recent stay at Hotel Lulu, BW Premier Collection. We're glad you had a wonderful time with us and that you enjoyed our clean and comfortable accommodations, convenient location close to area theme parks, and friendly and helpful staff. It's the best compliment knowing you'll visit us again when you return to Anaheim, so come back soon!",none,none,none,none,none,none,99,63
none,1 contribution,5.0 of 5 bubbles,"Welcoming, clean and close to all your needs","We were greeted by amazing staff that checked in with our stay every time we passed by. The room was clean, the bed comfortable and the air conditioner worked well during an unseasonably hot week. We had a tasty dinner in the cafe and the staff was very nice. The only complaint would be that the pocket door on the bathroom does not cover the entire doorway so it's not so friendly when traveling with others. The walk to the convention center and Disneyland were quick and easy. It's located next to a CVS for any extra needs during your stay. Keep in mind that the room only has instant coffee, but you can purchase coffee in the lobby or at the cafe. We would definitely stay here again, if only to say hello to Shannon at the front desk.",September 2022,none,none,none,none,none,none,none,none,none,100,63
14 helpful votes,20 contributions,5.0 of 5 bubbles,Great Value and Location,"They did a really nice job renovating the rooms.  Everything was clean and quiet. Great location near Harbor & Katella, easy walk to the parks or the Convention Center.  Loved the welcome drink at check-in, and the soaps/shampoo in the shower were surprisingly luxurious despite being in dispensers.",September 2022,none,none,"It was a pleasure hosting you at Hotel Lulu, BW Premier Collection! We're glad our clean, quiet rooms and convenient location impressed you. Thank you for sharing how much you appreciated the welcome beverage and luxurious shower amenities. The next time you're in town, we'd be happy to host you again.",none,none,none,none,none,none,101,63
2 helpful votes,3 contributions,5.0 of 5 bubbles,Hidden Gem!,"This hotel truly exceeded my expectations.  The staff is unbelievably kind and helpful, they went out of their way to make sure we had everything we needed.  The room was clean.  Housekeeping is on-request so the days we requested it the rooms were cleaned well.  We asked for more towels and they were delivered in less than 5 minutes.  Super easy walk to the convention center and Disneyland, with a really convenient IHOP and Walgreens literally next door.  HIGHLY recommend this hotel for anyone traveling to Anaheim.",September 2022,none,none,"Dear Katie, Wow! What an excellent review to read. We are delighted to hear that you enjoyed our friendly staff, cozy rooms, and prime location. Earning your recommendation is the greatest compliment, and we cannot wait to see you again. Please come back soon!",none,none,none,none,none,none,102,63
none,1 contribution,5.0 of 5 bubbles,10 min walk to Disneyland for a great price,Lulu was in a great location for my friends and I. The walk to Disneyland was less than 15 minutes. We saved on uber/transportation. The hotel was clean itself and the staff was friendly. I would stay here again. Thank you.,September 2022,none,none,"A convenient location makes all the difference, and we're glad you could utilize ours for all of your Disney plans. We would love nothing more than to welcome you back to Hotel Lulu, BW Premier Collection in the future, so come and see us again!",none,none,none,none,none,none,103,63
