Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
1 helpful vote,1 contribution,5.0 of 5 bubbles,Love it!,"This hotel is great, perfect location, super modern, nice pool,  and the bar staff is unbeatable. Specifically Madisson and Johnny are the real MVPs! Thanks again to all, definitely will come back. Also dog friendly, even at the bar. My Boston Terrier Eddy and I would recommend any time",May 2021,none,none,"stevenrG5579GQ,  Wow!  Thank you for this terrific review and for writing about what a wonderful job Johnny & Madisson do.  We're fortunate to have both of them here.  We hope that you come back to see us again very soon. I look forward to meeting the famous Eddy!  Drew Director of Operations",none,none,none,none,none,none,127,154
1 helpful vote,1 contribution,5.0 of 5 bubbles,Ryan Murphy,Madison and Johnny were amazing and made me feel right at home. Both asked me where I was from and what business I was on. I was offered several drink options and constantly paid attention to. 10/10 great service and drinks.,May 2021,none,none,"RJMurphy18,  We are honored to receive a perfect review in regards to you most recent stay with us.  We thank you for the kind words and look forward to your next visit with us.",none,none,none,none,none,none,128,154
3 helpful votes,7 contributions,5.0 of 5 bubbles,Simply GREAT!,This hotel is my escape from LA. I visit for a weekend at least once a month.  The property feels fresh and modern.  The staff are always extremely professional and friendly.  I always feel welcome.  The location is perfect.  I can walk to the gym (LA Fitness) and/or enjoy dining for all meals of the day within the shopping complex next to the hotel.  The rooms are always clean.  The furniture is in great condition.  The general vibe of the hotel is very peaceful.  I will always be a loyal guest of AC Hotel Irvine.,April 2021,none,none,"aarongL4620DU,  Thank you for this great review and for noting many highlights of your stay.  We look forward to your next trip to Irvine so that we may host you once again!  Drew Director of Operations",none,none,none,none,none,none,129,154
1 helpful vote,1 contribution,5.0 of 5 bubbles,Exceptional service,I stayed here for one night and that’s really all it takes for them to get you hooked. This hotel is completely underrated and has great service. I went to the bar and met Madison. She was great and had exceptional service. I loved my stay and would definitely recommend.,May 2021,none,none,"G9711TMmichaelm,  Thank you for taking the time to post this review and for all of the kind sentiments about your recent stay at the AC Hotel by Marriott Irvine. Your recommendation to the TripAdvisor audience means a great deal to us and we will eagerly await your next visit.  Drew Director of Operations",none,none,none,none,none,none,130,154
1 helpful vote,1 contribution,5.0 of 5 bubbles,Amazing!,I was staying here for a business trip and had one time to kill. I decided to stop by the bar and have a cocktail. The bar tenders were absolutely amazing!  Madison was so great! She made me feel so welcome at the bar and made a fantastic mai tai. She was so personable! I would definitely come back and bring customers to the bar and hotel with her amazing customer service!,May 2021,none,none,"P4997CKvictoriak,  We love to read reviews like this as your experience is what we work hard to deliver for our guests each day.  Thank you for the kind words and we look forward to your next visit to the AC Hotel by Marriott Irvine.  Drew Director of Operations",none,none,none,none,none,none,131,154
5 helpful votes,9 contributions,5.0 of 5 bubbles,World class service,"So staying at a hotel I look for 3 things. Culture, Setting and Service. They have it all. Unbelievable how quick they move and always working to make your stay better and more comfortable. The Bar is awesome and the people are even better.   Maddison and Johnny are extremely professional and make your stay feel like home.",May 2021,none,none,"Positivepatrick,  Wow! Thank you for this terrific review and for writing about a few of our amazing associates. The 3 key points you mention are major areas that we pride ourselves on. We hope your travels bring you back to stay with us in the near future. Continue to spread the positivity Patrick!  Drew Director of Operations",none,none,none,none,none,none,132,154
1 helpful vote,1 contribution,5.0 of 5 bubbles,Top Quality Service and Amenities,Everybody at this property is very friendly and outgoing. They truly understand customer service. Madisson and Johnny were exceptionally helpful to our team during our stay. Will definitely stay again.,May 2021,none,none,"Thrilled to hear Madisson & Johnny were able to take care of your team! Even with tough restrictions in the hotel industry, you can never put a cap on the friendliness of our staff.  Drew Director of Operations",none,none,none,none,none,none,133,154
3 helpful votes,3 contributions,5.0 of 5 bubbles,Great visit!,"I frequently stay at this hotel for business and have enjoyed every visit. The hotel is clean, the staff is friendly and the location is right by a Starbucks, grocery store and restaurants! After a long day at work or an early start to the day, I have everything I need food wise within walking distance! Madisson at the front desk has been very accommodating throughout my stays as well, which I appreciate since I’m always on the road. I will definitely continue to come back!",May 2021,none,none,Music to our ears! Thank you for taking the time to share such kind words about our hotel. It is a pleasure to host you and continuously earn your business. We will see you next time!  Drew Director of Operations,none,none,none,none,none,none,134,154
1 helpful vote,1 contribution,5.0 of 5 bubbles,Excellence & Immaculate,During the pandemic it's been hard to relax but my cousin Anthony M. Diaz was able to make it happen thank you for your recommendation and expertise not to mention professionalism. Id like to add a thank you for your exclusive helpful effort with my stay to  Madisson and two other young lady's at the front desk as well they also went out of there way to answer and tend to us with safe and timely manner. Thank you again for making us comfortable and going above and beyond.,May 2021,none,none,"585ernestm,  SO glad we were able to provide you with a relaxing experience after such a crazy year. We will be here the next time you need another trip to de-stress. Thank you for taking the time to share your review.  Drew Director of Operations",none,none,none,none,none,none,135,154
1 helpful vote,3 contributions,5.0 of 5 bubbles,Great hotel property,"I have only written a couple reviews and apologize if my skills need help !!! I read reviews often and am always grateful for those that have taken the time to do so !  I highly recommend the AC Marriott Hotel in Irvine for your stay. The location is convenient to John Wayne airport which is only $9.00 taxi ride !  I was here for a week stay and had the pleasure of meeting many people that work here .  Marcie at the front desk is amazing! She is prompt, smart, kind and caring. I felt welcomed here each and every day upon entering the front door.   They have a lounge and business area which is very comfortable and convenient . The lounge has just reopened in evenings only with food choices and beverages . It is a nice place to unwind and the young lady who runs  it is extremely",March 2021,none,none,"Getaway15425319142,  Thank you so much for taking the time to share your experience at our hotel. For someone who has only written a couple reviews, I think you nailed this one! Even with the current limitations in place we strive to provide a consistent, clean and friendly service for everyone. We want the AC Irvine to be an escape for every traveler and we really appreciate you helping spread that message. Until next time!  Best regards,  Drew Director of Operations",none,none,none,none,none,none,136,154
1 helpful vote,1 contribution,5.0 of 5 bubbles,Excellent Stay,"I went to the bar with my friends and had a great time. The bartender, Madison served us some of the best drinks we’ve had in awhile. We had a great time, looking forward to coming back to the AC Hotel.",April 2021,none,none,We are happy to see you enjoyed your experience by the 5 star rating you gave us. Thank you for your kindness and we will continue to improve on our service and quality moving forward so we can maintain such a high rating.,none,none,none,none,none,none,137,154
1 helpful vote,1 contribution,5.0 of 5 bubbles,Director,"My visit at the AC was longer than expected and it was well worth it. Madison works the front desk and also bar tends and she is wonderful. She remembered me every time I came in, she made my visit feel like home. Wonderful person and employee...keep her forever",April 2021,none,none,"Thank you for choosing to stay at AC Hotel Irvine and for taking the time to share a review of your recent experience. We're delighted that you enjoyed your stay. We truly appreciate the excellent rating you have given us, along with your affirming comments. It was a pleasure to have you as a guest, we hope to welcome you back soon.",none,none,none,none,none,none,138,154
1 helpful vote,1 contribution,5.0 of 5 bubbles,Great experience with hotel and front desk Oscar,"It’s the first time with ac hotel in Irvine. Everything looks great, room is well designed and organized. Will stay for next time visit. Front desk Oscar is excellent. Helping me finishing check with a great experience.",April 2021,none,none,We can't express how much this review means to us.  We thank you for publishing your experience and sharing some great things about our hotel.  We hope to see you again in the near future!,none,none,none,none,none,none,139,154
1 helpful vote,1 contribution,5.0 of 5 bubbles,Madison’s the best,"The front desk team is amazing. Easy checkin. She’s an excellent host! Always taking care of myself and my friends. Thank you AC! We’ll be back soon. Very organized, classy, modern. Came a long way since it opened up two three years ago. Smooth and extra ordinary.",April 2021,none,none,It's fantastic to hear that you enjoyed your stay and we sincerely thank you for taking time out of your day to post this review.  We will be eagerly awaiting your next stay.,none,none,none,none,none,none,140,154
1 helpful vote,1 contribution,5.0 of 5 bubbles,Great Hotel! 10/10,"Excellent hotel! Literally perfect in every way. Fast elevators. Great ice machines. Close to everything in Newport. Great bar/ study lounge in the Lobby. Jennifer at the bar was fantastic! Great personality, made exceptional drinks. Very kind/hard worker.  The pillows and bed were extremely comfortable. I’ll be back 100%",April 2021,none,none,We're thrilled to hear that Jennifer delivered the personal service that the AC Hotel Irvine is known for!  Thank you for staying with us and posting this review.....we'll look forward to your next trip to Irvine.,none,none,none,none,none,none,141,154
1 helpful vote,2 contributions,5.0 of 5 bubbles,Christine was great,I loved her service as a night auditor. She answered all my questions in a short period of time. I loved her answers. Christine is great. She included all the information for my room amenities and parking and house keeping service.,April 2021,none,none,We love this review and thank you for the great comments about the hotel and the staff.  We were honored to host you on this trip and hope to see you again in the very near future.,none,none,none,none,none,none,142,154
3 helpful votes,3 contributions,5.0 of 5 bubbles,Beautiful hotel - excellent staff and customer service.,I have visited this hotel several times for business. It is wonderful. The management is fantastic- Drew and Antonio helped me so much when i had to adjust my stay for business. The front desk staff is exceptional! I had requests and Marci was excellent in customer service- she is fun too!!...she has great local recommendations and always makes guests feel welcome - and handles any issues. Rittney and Oscar were so helpful and the level of customer service is excellent!! I had a tv issue and Rosario was incredible in the technical engineer  department- she was on top of it quickly and made sure that everything was working smoothly. The rooms are very clean - and you will feel comfortable staying here as Genevieve - she is the head of housekeeping- she is very organized and,April 2021,none,none,We can't thank you enough for going out of your way to share your recent experience with us and specifically point out a few of our amazing associates.  We're hoping that your travel plans bring you back to stay with us again in the near future.,none,none,none,none,none,none,143,154
1 helpful vote,1 contribution,5.0 of 5 bubbles,Mrs,"My husband and I had a wonderful time-Madisson made one (or three) of the BEST Cosmos ever. Clean, safe and friendly staff.  Always love spending time on the west coast, especially here at the AC. Wonderful location",April 2021,none,none,It is very rewarding to receive such a highly rated review from you based on your recent stay.  Thank you from the entire staff!  Please come back and see us very soon.,none,none,none,none,none,none,144,154
3 helpful votes,4 contributions,5.0 of 5 bubbles,Awesome service,"Loved the bar—Jennifer was an awesome bartender!  She made me the perfect drink, pineapple lemon drop.  Hotel staff was great. Great location, close to UCI, lots of restaurants near by. Room was comfortable, nice bed, super clean.",April 2021,none,none,There is nothing we love to hear more than that our guests had a great time.....we're delighted that you had this experience and also sang the praises of Jennifer.  We are eagerly anticipating your next stay with us!  Drew Director of Operations,none,none,none,none,none,none,145,154
1 helpful vote,1 contribution,5.0 of 5 bubbles,General Manager,"I benn in this hotel about one month, and sometimes go  to the bar at end of the day.The lady work there as a bartender she is very nice and helpful.i belive she is doing very nice job as a bartender also good for hotel. I highly give her high credit for her job.",April 2021,none,none,Wow!  We're very proud of this review and love that our bar staff did such a great job taking care of you. We thank you for posting this and hope to continue to deliver on the AC Experience.  Drew Director of Operations,none,none,none,none,none,none,146,154
116 helpful votes,283 contributions,5.0 of 5 bubbles,Excellent service,"Great staff all around. Marcie as usual and the rest of the Front Desk (don't have all the names) are just wonderful. We stay there very often. Can't wait to go back. Considering these strange times, the staff cannot be more helpful!",April 2021,none,none,We can't thank you enough for going out of your way to share your recent experience with us and specifically point out a few of our amazing associates.  We're hoping that your travel plans bring you back to stay with us again in the near future.  Drew Director of Operations,none,none,none,none,none,none,147,154
1 helpful vote,2 contributions,5.0 of 5 bubbles,Madison is the absolute best!!!!,"So lovely, charming and makes the best dirty martinis. Very chill vibe at the bar, valet was super easy. Loving my room here, Madison is the best! She’s the best bartender. Everything was easy going and super organized!",April 2021,none,none,"Wow, we love to read reviews like this as your experience is what we work hard to deliver for our guests each day.  We agree Madisson is a superstar! Thank you for the kind words and we look forward to your next visit to the AC Hotel Irvine.  Drew Director of Operations",none,none,none,none,none,none,148,154
1 helpful vote,1 contribution,5.0 of 5 bubbles,It was around 3am in the morning,When the alarm started to ring in out of nowhere. Me and my husband was sound and having our night cap and we were alarmed by the alarm. It was crazy we didnt know what to do. For a moment we though that something really bad was going to happen like a scene from a movie. The alarm went off and it went on again and we had to go down because we were panicking. Almost everybody on our floor was awake and they all heard it. When we went down almost everybody was there. Something happened in the fourth floor thats why.   Im writing this review to commend Christine our front desk during that time. She did a great job instructing everybody to get out of the building and wait until everything was good. She was fearless and she was so courageous. Her and everybody who was part of the,April 2021,none,none,Thank you for sharing such positive feedback about Christine. The safety and security of our guests is paramount and we are so proud of Christine for following the proper evacuation and safety procedures to ensure our guest and team member safety. We are happy to hear you otherwise enjoyed our hotel and look forward to hosting you in the future.  Drew Director of Operations,none,none,none,none,none,none,149,154
1 helpful vote,1 contribution,5.0 of 5 bubbles,Amazing experience!,Visited the area for family! Oscar at the front desk and the lovely red head bartender are the absolute best. Hospitality and service were unparalleled. They made my in between stay feel like home! Best service I have had at a hotel!,April 2021,none,none,Thank you for this great review and for noting many highlights of your stay.  We look forward to your next trip to Irvine so that we may host you once again!  Drew Director of Operations,none,none,none,none,none,none,150,154
1 helpful vote,1 contribution,5.0 of 5 bubbles,Get away trip,"Jennifer was working the bar in the evening and gave us incredible service. Jennifer was professional and when we ordered two whiskey old fashions, we could tell that she was well trained and took the craft of bartending seriously with the way she conducted herself and building the drinks. Jennifer made us feel like we were important and cared for.",March 2021,none,none,We agree that Jennifer is terrific and we're lucky to have her here at the AC Hotel.  We're thrilled to hear that she made this a memorable stay for you and hope to see you again on your next visit.  Drew Director of Operations,none,none,none,none,none,none,151,154
2 helpful votes,2 contributions,4.0 of 5 bubbles,good hotel and,Jen at the bar was so gracious and had such a fun disposition. Great bar!  The hotel is modern and clean and sits across the street from a good restaurants. Very friendly staff! Xxxxndnsmdoekdnd dkdjdjensn didirjendnd didndndn,March 2021,none,none,We thank you for rating us 4 out of 5 stars based on your recent stay with us.  We hope to host you once again on your next visit to Irvine and will earn 5 out of 5 stars on that stay.  Drew Director of Operations,none,none,none,none,none,none,152,154
1 helpful vote,1 contribution,5.0 of 5 bubbles,Exceptional employee,"I travel to this hotel often throughout the year and have never experienced anything other than exceptional service.   Last week,however, I did encounter a conflict.  Employee Que Do Went to great lengths to resolve the problem. She did a remarkable job in demonstrating the highest values of customer service.  Her attitude and actions made my stay what I expect at the AC Marriott.",March 2021,none,none,"msi10000,  Thank you for taking the time to post this review about our hotel and recognizing Que. I am glad we were able to turn your experience around and provide genuine customer service. We sincerely appreciate the opportunity to make it right!  Drew Director of Operations",none,none,none,none,none,none,153,154
3 helpful votes,3 contributions,5.0 of 5 bubbles,Great stay,"The most amazing place to stay and if there is anyplace in Irvine, Ca YAY you must stay at the AC Hotel and talk to Marcie and the other staff are awesome too. Love Jen at the bar and Rittney at the front desk! Housekeeping is superb. Love them! They need more credit for being so awesome.",March 2021,none,none,Wow! Thank you for singing the praises of our amazing team members! We enjoyed having you here and hope your travels bring you back to stay with us in the near future.  Drew Director of Operations,none,none,none,none,none,none,154,154
709 helpful votes,1392 contributions,5.0 of 5 bubbles,Great stay!,"Rooms are small but they are ""European"" chic which means they make use of the available space in tasteful way.  Oscar at front desk was amazing!  We would stay here again and highly recommend. They have nice bar area and are across street from strip mall with many great restaurants",November 2020,none,none,Thank you for taking time out of your day to share your experience and recognize our unique & tasteful hotel. We really are in the perfect location for our guests to explore the local area. We look forward to your next visit!  Drew Director of Operations,none,none,none,none,none,none,155,154
1 helpful vote,1 contribution,1.0 of 5 bubbles,They charge $20 for parking even without a car!,"Warning!! They AUTOMATICALLY CHARGE you $20 for garage parking even when you didn't bring/park your car to the property. When I checked in, I wasn't asked about parking a car in the hotel (which I didn't). After checking my bill, I was charged $20 so I called to have it removed. Front desk agent said ""for now, as a courtesy, I'll remove the charge."" I'm frustrated because they don't even apologize for automatically charging me. I mean it was their mistake for: 1) not asking if I had a car 2) charging me $20 automatically even without a car Plus the desk agent made it seem like I wasn't being honest because when I explained to him that I wasn't asked if I had a car during check-in, he said ""I wasn't there when the agent checked you in so I wouldn't know."" I'm clearly stating that",March 2021,none,none,"katrinaValonso,  Thank you for choosing to stay at the AC Hotel Irvine and providing feedback through TripAdvisor.  This is definitely not the experience we want our guests to go through. I would love the opportunity to hear more detailed feedback about your recent stay with us. Please feel free to contact me directly at 949-471-8717. I look forward to hearing from you.  Drew Russell Director of Operations",none,none,none,none,none,none,156,154
1 helpful vote,1 contribution,5.0 of 5 bubbles,Oscar :),"Love the AC in Irvine for its location. Don’t always get real great front desk support, but this visit we got Oscar. A new reason to come back again. Helpful and happy in every way!  An asset to the AC for sure!",March 2021,none,none,"Boonedog7,  We agree that Oscar is terrific and we're lucky to have him here at the AC Hotel Irvine.  We're thrilled to hear that he made this a memorable stay for you and hope to see you again on your next visit.  Drew Director of Operations",none,none,none,none,none,none,157,154
2 helpful votes,4 contributions,5.0 of 5 bubbles,Wonderful stay,"I came to visits a friend traveling for business and was so impressed with the friendly staff, very clean, modern decor at this hotel. Drew at the front desk was especially helpful and Jennifer the bar tender is awesome. I highly recommend this property and would definitely stay again.  Oh a great fitness center and pool area too!",March 2021,none,none,"susied154,  We believe our amazing staff and the service they deliver are the difference between the AC Hotel and the many other hotels in the area.  We are thrilled to hear that you agree and we look forward to our next chance to host you and your friends!  Drew Director of Operations",none,none,none,none,none,none,158,154
4 helpful votes,2 contributions,5.0 of 5 bubbles,Irvine Business Trip,"Great hotel, very clean and conveniently located. The staff at the front desk, Marcie and others, as well as the bartender, were really wonderful.  Everyone was super helpful, friendly, fast, and respectful.",March 2021,none,none,"MoFrancis1,  It is very rewarding to receive such a highly rated review from you based on your recent stay.  Thank you from the entire staff!  Please come back and see us very soon.  Drew Director of Operations",none,none,none,none,none,none,159,154
4 helpful votes,3 contributions,5.0 of 5 bubbles,One of my favorites in Irvine,"Great location, wonderful guest rooms and great staff. Madison at the reception desk is awesome. She always remembers me and is extremely cheerful. I usually will stay here or the Westin. Once again great hotel and even better team members like (Lady) Madison.",February 2021,none,none,We love this review and thank you for the great comments about the hotel and the staff.  We were honored to host you on this trip and hope to see you again in the very near future.  Drew Director of Operations,none,none,none,none,none,none,160,154
2 helpful votes,2 contributions,5.0 of 5 bubbles,Great stay. Will be booking again!,Very clean hotel. Enjoyed my experience from checking in with Oscar to checking out with the morning crew. I was thorough impressed with how clean and well kept the building was outside of just my room! Thanks for everything!!,February 2021,none,none,We can't thank you enough for going out of your way to share your recent experience with us and specifically point out a few of our amazing associates.  We're hoping that your travel plans bring you back to stay with us again in the near future.  Drew Director of Operations,none,none,none,none,none,none,161,154
2 helpful votes,5 contributions,5.0 of 5 bubbles,Decompress,"The AC hotel was a pleasant experience from getting out of the car to leaving the hotel. Every encounter I had with an employee didn’t disappoint. They were all friendly, respectful and polite. They gave us a sense of comfortability that no other hotel has. I felt like they rolled the red carpet, It seemed like I was the most valuable guest there. Jennifer at the bar was extremely lovely. She had a “best friend” vibe that opened up friendly conversations which made the night very pleasurable. There was also a gentleman by the name of Kenny who periodically checked on Jennifer and other guests around to make sure everything was going smooth and taken care of. Talk about service excellence. I’ll be sure to book reservations at this hotel anytime I’m in the area and to let all my",February 2021,none,none,Thank you for posting this review and for giving us such a high rating.  We believe that we have the best staff in the area that deliver a personalized service for each of our guests and we're happy to hear that you agree.  We hope that your travel plans bring you back to stay with us again in the near future  Boris Banda General Manager,none,none,none,none,none,none,162,154
1 helpful vote,3 contributions,5.0 of 5 bubbles,Get away,"Decided to grabbed a few drinks with my boyfriend to relax. After months with out “me time” Jennifers vibe was extremely outgoing, attentive, and fun to talk too. Thank you Jennifer for making my visit so pleasant 😊",February 2021,none,none,Thank you for the outstanding comments about Jennifer; she is a shining example of our wonderful and caring staff that are here to ensure our guests have a wonderful hotel to come back to after a long day.  We'll look forward to hosting you again in the near future.  Boris Banda General Manager,none,none,none,none,none,none,163,154
1 helpful vote,1 contribution,5.0 of 5 bubbles,Best service,"Would definitely stay at the AC Hotel in Irvine again - felt extremely welcomed by Madisson, who was the front desk staff member who checked me and my friend in. She was extremely accommodating and friendly!",February 2021,none,none,We believe our amazing staff and the service they deliver are the difference between the AC Irvine and the many other hotels in the area.  We are thrilled to hear that you agree and we look forward to our next chance to host you and your friend.  Boris Banda,none,none,none,none,none,none,164,154
5 helpful votes,3 contributions,5.0 of 5 bubbles,Great Hotel!,"We've had a great stay at AC Hotel! Madisson, the hotel staff, was extremely friendly and welcoming. It was our first time staying and she was very kind with thorough instructions and shown us excellent hospitality. The room was very clean and tidy when we arrive. I appreciate the extra towels in the bathroom. I truly enjoyed the modern and minimalist design that this hotel carries. I would recommend to my friends and family!",February 2021,none,none,It is terrific to hear that you chose to stay with us during your trip and that we exceeded your expectations!  We hope the rest of your journey north went just as well and that we'll see you again.  Boris Banda General Manager,none,none,none,none,none,none,165,154
82 helpful votes,292 contributions,5.0 of 5 bubbles,Great Hotel,"Great property and location.  Jennifer, the bartender is awesome. (She makes a world class Old Fashioned)!  Friendly staff.  Lots of restaurants across the street. (Easy walk).  Nice park area across the street for walks/runs.",February 2021,none,none,We were honored to receive such an outstanding review based on your recent stay with us at the AC Irvine by Marriott  Irvine.  We will continue to deliver memorable experiences for our guests and we hope that includes you again in the near future.  Boris Banda General Manager,none,none,none,none,none,none,166,154
1 helpful vote,1 contribution,5.0 of 5 bubbles,Amazing Staff and Ambiance,"The staff here makes you feel so welcome, especially  Jennifer! The ambiance is amazing and very modernized with excellent service. Also an amazing location with so many shops in the same plaza. 100% recommend over other hotels in the area.",February 2021,none,none,We love this review and thank you for the great comments about the hotel and the staff.  We were honored to host you on this trip and hope to see you again in the very near future.  Boris Banda General Manager,none,none,none,none,none,none,167,154
4 helpful votes,4 contributions,5.0 of 5 bubbles,Fantastic Hotel,"I visited for business recently and had to extend my trip multiple times. My experience with the Front Desk staff was second to none! All of the employees I had to work with were very professional and had my best interests at heart.   Without a doubt, I will be staying with these folks again!",January 2021,none,none,Thank you for giving us a perfect rating based on your recent stay with us.  We agree that our associates are part of what separates us from other hotels in the area and we thank you for singing their praises.  Boris Banda General Manager,none,none,none,none,none,none,168,154
1 helpful vote,1 contribution,5.0 of 5 bubbles,Place is amazing,"Where do I start? I’ve been coming here for years and never have written a review. The rooms are amazing, spacious and very clean. I always request extra pillows and they are waiting in the room. When the bar is open (covid sucks) they serve the perfect martini in a fun atmosphere. The main reason I keep coming back is simply the staff. Everyone from bartenders, valet drivers and front desk attendants are the best. Oscar has a very welcoming demeanor and a fantastic smile and always makes you feel at home. Bravo. I’ll be back at least 20 more times this year. Oscar wins my vote for employee of the year!",January 2021,none,none,We can't thank you enough for going out of your way to share your recent experience with us and specifically point out a few of our amazing associates.  We're hoping that your travel plans bring you back to stay with us again in the near future.  Boris Banda General Manager,none,none,none,none,none,none,169,154
1 helpful vote,1 contribution,5.0 of 5 bubbles,Highly recommend!!,"Great location, and staff is very friendly! The rooms are very clean, comfortable and spacious! We stayed for our anniversary and it was the perfect place for a nice getaway! Highly recommend staying here!",October 2020,none,none,Thank you for this great review and for noting many highlights of your stay.  We look forward to your next trip to Irvine so that we may host you once again!  Boris Banda General Manager,none,none,none,none,none,none,170,154
8 helpful votes,5 contributions,5.0 of 5 bubbles,Consistently Exceeding Expectations!,"I wrote my initial review of the AC Hotel by Marriott Irvine in July of 2020.  I did not expect to write another review for the same hotel.  However, the consistency by which I and my daughter are treated, the gracious and accommodating service provided by the team, and the cleanliness of the rooms as well as that of the property compels me to write another review.  The team members that I referenced in my prior review continue to astound with their immediate and exemplary responses.  And specifically, and most notably of late, Que, Marcie and Rittney have provided a welcomed addition to the gracious services which we continue to received from Sarah, Madison, Kenny, Jaime, Derrick and Drew.  I expended much effort in my last review to detail both offerings and service of the",January 2021,none,none,Thank you for posting this review and for giving us such a high rating.  We believe that we have the best staff in the area that deliver a personalized service for each of our guests and we're happy to hear that you agree.  We are excited that our team has been able to provide such memorable and consistent service even during these unusual times. We are truly honored to host you and your family and look forward to the next visit.  Drew Director of Operations,none,none,none,none,none,none,171,154
2 helpful votes,1 contribution,5.0 of 5 bubbles,Great place to stay with great service,Oscar helped me at the front desk get in smoothly and quickly.  I had a few questions and asks and he fulfilled everyone of them.  I stay here quite consistently and will continue to do so.  Great value and price.,January 2021,none,none,We agree that Oscar is terrific and we're lucky to have him here at the AC Hotel Irvine. We're thrilled to hear that he was able to answer all your questions and facilitate a smooth check-in process. Thank you again for your positive feedback and helping spread the word about our hotel.  Drew Director of Operations,none,none,none,none,none,none,172,154
2 helpful votes,1 contribution,5.0 of 5 bubbles,Cool Getaway,Shoutout Rittney! She was dope at check in for us. My girl and I just wanted to enjoy a night out and drink and have fun in the room. We loved the modern simplicity of the room and the light feature with the cards. Cool!,January 2021,none,none,"frenchieg2021,  We're thrilled to hear that Rittney delivered the personal service that the AC Hotel Irvine is known for!  Thank you for staying with us and posting this review. We look forward to your next trip to Irvine.  Drew Director of Operations",none,none,none,none,none,none,173,154
2 helpful votes,1 contribution,5.0 of 5 bubbles,Great stay!,Our stay was amazing. We enjoyed the rooms. They were very clean and well put together. Everyone at the front desk was very nice and accommodating. I really loved how modern the rooms looked. I loved the vibe it gave off. I’m definitely staying here again. Y’all gotta come check this place out!,October 2020,none,none,We can't express how much this review means to us.  We thank you for publishing your experience and sharing some great things about our hotel.  We hope to see you again in the near future!  Drew Director of Operations,none,none,none,none,none,none,174,154
2 helpful votes,1 contribution,5.0 of 5 bubbles,Relaxation Heaven,"A must stay! Came to the AC Hotel Irvine for a weekend getaway. I was blown away with how clean the property was. It is very apparent that the staff is taking COVID-19 protocols very seriously. The staff were extremely friendly, polite, and personable making my stay relaxing and stress free! I will absolutely be back and would recommend to anyone looking to stay in the area.",January 2021,none,none,Yes!!!!!!  Your experience was exactly what we strive to deliver for all of our guests and it means the world to us that you shared this with the TripAdvisor audience.  We can't wait until your next stay so that we may exceed your expectations once again!!!!!  Drew Russell Director of Operations,none,none,none,none,none,none,175,154
2 helpful votes,1 contribution,5.0 of 5 bubbles,Always a great stay,"I stay at the AC a few times a month. It’s always clean and I love the modern decor. Marcie and front desk team are welcoming and kind. One of the perks of this hotel is the walkability to the shopping center- grocery store, coffee, gym and restaurants.",January 2021,none,none,We can't thank you enough for going out of your way to share your recent experience with us and specifically point out a few of our amazing associates.  We look forward to your next visit with us and continuing to earn your business.  Drew Director of Operations,none,none,none,none,none,none,176,154
2 helpful votes,1 contribution,5.0 of 5 bubbles,Great hotel,The hotel staff was so friendly and hospitable. Marcie was so great to interact with. She loves dogs. The hotel was very clean. We will definitely stay here again if and when we are looking for a hotel in the area.,December 2020,none,none,We love this review and thank you for the great comments about the hotel and the staff.  We were honored to host you on this trip and hope to see you again in the very near future.  Drew Director of Operations,none,none,none,none,none,none,177,154
2 helpful votes,1 contribution,5.0 of 5 bubbles,So far so good,"We are moving and in between homes for a few days. As Marriott Bonvoy members we found a great deal online and are glad we did. North Italia was an excellent idea for dinner last night, thank you for the recommendation.",December 2020,none,none,We greatly appreciate you going out of your way to share your experience with the TripAdvisor community.  We enjoyed hosting you and your family and hope you're back as our guest in the very near future.  Drew Director of Operations,none,none,none,none,none,none,178,154
2 helpful votes,1 contribution,5.0 of 5 bubbles,Hidden gem,Wow what a hidden gem! Stayed here to be closer to the airport for an early morning flight. Wish i could have stayed longer to enjoy all they have to offer. Not sure whats open With covid but the area still seemed lively with all the restaurants and Mothers market nearby. The staff were friendly and i thoroughly enjoyed the few hours I was here. Nice clean new hotel near everything!,December 2020,none,none,It is very rewarding to receive such a highly rated review from you based on your recent stay.  Thank you from the entire staff!  Please come back and see us very soon.  Drew Director of Operations,none,none,none,none,none,none,179,154
2 helpful votes,2 contributions,5.0 of 5 bubbles,"Great place to ""work from home""",Needed to leave the house for a staycation and a place to work remotely. They had covid protocols in place that made me and my family feel reassured and safe. This was a great location which was very convenient for us. We will be returning again after the holidays!,December 2020,none,none,We're thrilled to hear you had a great stay and thank you for giving us the highest rating possible.  We will be looking forward to your next visit to AC Irvine so that we may host you once again.   Boris Banda General Manager,none,none,none,none,none,none,180,154
2 helpful votes,1 contribution,5.0 of 5 bubbles,Staff is great,"My stay was easy going, I only had a few requests that were completed very quickly and staff was upkept. I appreciate Madison especially because of the easy check in despite difficulties along the way. I’ll definitely bring back family in the future for sure.",December 2020,none,none,Thank you for taking the time to post this review and for all of the kind sentiments about your recent stay at the AC Irvine Hotel by Marriott. Your recommendation to the TripAdvisor audience means a great deal to us and we will eagerly await your next visit.  Boris Banda General Manager,none,none,none,none,none,none,181,154
