Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,1 contribution,5.0 of 5 bubbles,Passion for Excellence,Good customer service. Clean. Maintenance free. No need to call for any issues. Well maintained facility. Easy to park. Well kept Indoor and outdoor area. Staff are very pleasant to speak and helpful in any questions I have for directions on nearby local restaurants. Just plain warm conversation.,January 2023,none,none,"Hi 284edl,  Thank you for giving us the opportunity to recognize our staff for their exemplary work in providing a clean and comfortable experience for our valued guests. Our staff is highly trained to give you an exceptional experience, and we are very pleased to learn that we achieved this goal during your recent stay. We only wish to give nothing but the best service to our guests and to know that we have accomplished such a goal gives us great joy.",none,none,none,none,none,none,11,214
none,none,5.0 of 5 bubbles,Great place to stay at!,"The customer service here was amazing, I'd like to thank Josh at the front desk for a quick and easy check in. The staff here was very helpful whenever we needed things for the room. There was nothing wrong with the room and it was kept really clean. Everything worked well and was functioning properly. I would really recommend it here!",December 2022,none,none,"Hi emilyxiongg,   Thank you for giving us the opportunity to recognize our staff for their exemplary work in providing a clean and comfortable experience for our valued guests. Our staff is highly trained to give you an exceptional experience, and we are very pleased to learn that we achieved this goal during your recent stay. We only wish to give nothing but the best service to our guests and to know that we have accomplished such a goal gives us great joy.   We will share your comments with our staff especially Josh. We look forward to seeing you again.",none,none,none,none,none,none,12,214
none,1 contribution,5.0 of 5 bubbles,Well done customer service!,GREAT CUSTOMER SERVICE! A big shout out to Mr. Frank and Mr. Jimmy for accommodating my boyfriend and I with our stay. We’ve had bad experiences before but they made our stay welcoming! Very professional and clean. Very impressed with the stay and room. Will definitely be coming back!,January 2023,none,none,"Hi stephenm020519,  Thank you for taking the time to complete our guest satisfaction survey and for rating our hotel so highly!   I can't begin to express how much it means to our management and staff to hear from guests like yourself who have found our accommodations and services to be clean and welcoming. Our staff is highly trained to give you an exceptional experience, and we are very pleased to learn that we achieved this goal during your recent stay.   We will share your comments with our staff especially Frank and Jimmy. We look forward to seeing you again.",none,none,none,none,none,none,13,214
322 helpful votes,3673 contributions,4.0 of 5 bubbles,Good Stay,"This is a good Holiday Inn location, it’s located directly off the highway.  The hotel has a lot of amenities, to include a great fitness center. The staff was very welcoming and helpful, and the rooms are very comfortable and clean. I definitely recommend this hotel if you’re in the Los Angeles/Santa Ana area. The hotel is approximately 40 minutes from LA depending on traffic, and 10 minutes from Disneyland.",January 2023,none,none,"Hi derrickwg36,  Thank you so much for your kind words. I’m so pleased that you found us a clean and pleasant place to stay and that our amenities were to your liking. Our staff is highly trained to give you an exceptional experience, and we are very pleased to learn that we achieved this goal during your recent stay. We only wish to give nothing but the best service to our guests and to know that we have accomplished such a goal gives us great joy.   Your business and your recommendation is very important to us and we look forward to serving you again here at the Holiday Inn Santa ANA-Orange Co. Arpt, an IHG Hotel.",none,none,none,none,none,none,14,214
none,none,4.0 of 5 bubbles,The interior remodel and friendly staff should put this hotel on your radar!,"The Holiday Inn may seem unchanged over the years, if you drive past it. However, the hotel has received major remodeling in the past year or so, and the interior is beautiful, from the lobby to the bar to the rooms. The staff is friendly, knowledgeable, and helpful, in particular, the food and beverage team. Thanks again Gabriel and Maydali!",December 2022,none,none,"Dear danielnL7663SK,   Thank you for giving us the opportunity to recognize our staff for their exemplary work in providing a clean and comfortable experience for our valued guests and our newly remodeled rooms. Our staff is highly trained to give you an exceptional experience, and we are very pleased to learn that we achieved this goal during your recent stay. We only wish to give nothing but the best service to our guests and to know that we have accomplished such a goal gives us great joy.    We will share your comments with our staff especially Gabriel and Maydali. We look forward to seeing you and your family again.",none,none,none,none,none,none,15,214
none,1 contribution,1.0 of 5 bubbles,"Cheap, Cheap, Cheap","Cheap, Cheap, Cheap... This location of Holiday Inn chain is the worst. Manager of the breakfast shift, Mr. Gabriel, is the only bright spot. He is the most hospitable and courteous employee of Holiday Inn.... Stay Away!!!",October 2022,none,none,"Dear 797peacel,   Thank you for providing us with feedback from your recent stay. It's great to hear that our staff was hospitable and courteous, however, I do regret that you experienced several shortcomings during your stay. I have communicated these issues with the appropriate department heads to ensure they are remedied quickly, especially the breakfast. Thank you again for your feedback, and we hope to be able to exceed your expectations in the future!",none,none,none,none,none,none,16,214
1 helpful vote,1 contribution,1.0 of 5 bubbles,Dirty and Unfriendly,"We stayed there for 5 nights and they never clean the room even with the requests. The hotel is dirty. The staff refuses to give us new towels and they even give us the look when we ask for things. This hotel is loud. You can hear people run, talk, and when they close the door outside. Highly unrecommended.",October 2022,none,none,"Dear DustinLee2022,   Thank you for taking the time to write such a thorough and detailed review regarding your most recent stay.  I hope you will accept our sincerest apologies for the cleanliness and these maintenance mishaps that you have encountered and that you did not receive immediate action regarding the necessity of correcting such issues as quickly as possible. It is through feedback like yours that we are able to quickly address housekeeping, maintenance, and staff courtesy issues.  We  promise to deliver and match your expectations in the future.",none,none,none,none,none,none,17,214
100 helpful votes,120 contributions,3.0 of 5 bubbles,Good stay but with some minor annoyances,"Booked a 4 night stay here since it was centralized to our vacation plans.  I'm also an IHG Platinum Premier member.  At check-in, it usually sets in motion of what's to come and I wasn't very weary of what's to come.  I didn't get bent out of shape, but the check-in lady didn't even acknowledge my status.  She didn't explain the amenities.  I knew there was a fitness center and a pool.  She didn't even attempt to explain anything.  She just swiped my card, gave me my room keys, and directed me towards the elevator.  Upon entering the third floor, it was dimly lit.  I mean, wow...this is depressing.  Opening the room door, it was different.  Everything was updated.  The room looked clean until you started noticing the cake of dust in the bathroom vent, the air conditioning",September 2022,none,none,"Dear Carino_Will_A,   Thank you for staying at our hotel and for taking the time to write a review. Although your overall visit was pleasant, we apologize for the difficulty you experienced with our service. Your sincere feedback, including the comments about what we did right and areas where we can improve, helps us better our customer service. We have shared your concerns with the appropriate individuals, and we have taken action to ensure a better experience for future guests. We appreciate your patience and hope to see you again soon.",none,none,none,none,none,none,18,214
48 helpful votes,51 contributions,3.0 of 5 bubbles,Would not stay again,"Stayed 3 nights. Front desk was not very welcoming or friendly. Room had a really weird smell. IHG website said this property had recently been renovated, but it has to have been a while ago because the rooms are just ok and do not appear to have been renovated. Be aware, they do not clean your room during stay. Front desk seemed put off when we asked for fresh towels. Would not stay at this property again.",August 2022,none,none,"Dear Ami5466,   Thank you for taking the time to share your experience. Please accept our sincerest apologies for the housekeeping issues that you encountered during your stay in our hotel. Our housekeeping staff is held to a very high standard and we appreciate that you've informed us of a need to address housekeeping policies and procedures. Lastly, we assure you to forward this concern to the management for their attention and action.    Please give us another chance to serve you better as we promise a more  pleasant stay.",none,none,none,none,none,none,19,214
none,2 contributions,5.0 of 5 bubbles,Great Venue to Host an Event,"As a representative for a company that specializes in organizing recruitment events nationwide, we hosted an event at this location this month that featured Fortune 500 companies, government agencies and non-profits.  Their staff was incredibly helpful and catered to all our needs.  Gabriel, the Catering Manager, was an incredible resource in helping to make our event a great success. It's location is near a major freeway so it's easy to find.   I would recommend this venue to anyone looking to make their event a success!",July 2022,none,none,"Hi Curious52372413750,   Thank you for giving us the opportunity to recognize our staff for their exemplary work in providing a clean and comfortable experience for our valued guests. Our staff is highly trained to give you an exceptional experience, and we are very pleased to learn that we achieved this goal during your recent stay. We only wish to give nothing but the best service to our guests and to know that we have accomplished such a goal gives us great joy.   We will share your great review to our staff especially with Gariel and we look forward to your next visit.",none,none,none,none,none,none,20,214
8 helpful votes,13 contributions,1.0 of 5 bubbles,Breakfast NOT included for Platinum members or when you use points.  CHEAP!,"Breakfast Not Included for Platinum members using points.  This hotel is cheap and will not include breakfast for platinum loyalty members using points.  I booked two rooms for two nights burning almost 50,000 points and this cheap hotel management wouldn’t provide a free buffet breakfast like almost every other Holiday Inn around the country.  When cheapness like this is prevalent, there is always other items in the hotel that are just as bad.  Stay away.",July 2022,none,none,"Dear B9470JVmatts,   Thank you for sharing your experience, and I am so sorry to learn that we failed to meet your expectations of quality service and accommodations.  We take all reports of lacking service and your suggestions for improvement, especially with the breakfast. We greatly appreciate your time in bringing a number of important matters to light and we hope that you will find your expectations to be far surpassed during your next stay with us.",none,none,none,none,none,none,21,214
1 helpful vote,1 contribution,1.0 of 5 bubbles,Stay away,Everything was fine until I found bed bugs! Room 149. I informed the lady that was at the front desk Monday morning 7/18 and she said that she would adjust  my room rate. Now I am dealing with a allergic reaction to the bites! I do not recommend this hotel. Stay Away!,July 2022,none,none,"Hi KDJJJ,  Thank you for your recent stay and for taking the time to share your insightful comments. It saddens us to hear that we failed to meet your expectations and that you found your stay unsatisfactory.   We have a very reputed nationwide company that maintains our facility for any pest control issues. Please know, your description of your stay is highly unusual and does not represent the high standards we aim to achieve as our hotel does not have bed bugs and rooms are being inspected regularly.   Please accept our apologies for any issues you had with your room; we will address the concerns you raised with our team and work together on making improvements. We're grateful for your comments and wish you the very best in your future travels.",none,none,none,none,none,none,22,214
none,1 contribution,5.0 of 5 bubbles,Great service from check-in to check-out,"Just when you don't expect it, we received the best service in a long time. Fast, courteous, on-time check-in. Clean renovated room. Surprise, poolside luau. Never better service at reasonably priced breakfast buffet. Special shout out to Carlos, Emma, Minerva and Susie.",July 2022,none,none,"Hi Roycoo01,   We are exceptionally thankful that you have honored our staff members with praiseworthy words. We sincerely appreciate your feedback and are happy to hear you had a great experience with us.   Our team works hard to ensure a satisfying experience for all our guests and we are pleased to hear that yours was a satisfying stay. We hope to see you again soon.",none,none,none,none,none,none,23,214
1 helpful vote,3 contributions,1.0 of 5 bubbles,Nasty,"--Spiders & other creatures in the corners of the room. --Sink clogged --If you're booking thru another website like Hotel Engine, Priceline, etc., these pigs will not clean your room, no housekeeping for you, sorry.",July 2022,none,none,"Hi nestorI653,   We appreciate you taking the time to share your feedback after your recent stay with us. It is our goal to make sure each guest enjoys a welcoming and comfortable experience, and it saddens us to hear that your time with us did not meet your expectations or our standards, especially with the condition of the hotel and cleanliness. We apologize for the issue you encountered with the service you received, and we will address your concerns with our team. It would be wonderful to see you again so we can make sure you enjoy the excellent visit you deserve.",none,none,none,none,none,none,24,214
20 helpful votes,11 contributions,2.0 of 5 bubbles,Just OK,"We came here for a weekend visit to the area and chose this hotel because this was one of the very, very few and far between lodging options with free parking and the TripAdvisor feedback appeared positive.   The hotel is centrally located. It was also very clean and was recently renovated. The room was very nice.  They also gave me a room early which I appreciated.    However, seeing a huge sign in bold face letters at the check in desk reminding guests of the hotel's zero tolerance policy for marijiuna and noise complaints and that they would ""involve police"" was jarring and was like a ""what did I just get myself into"" moment.  Was a bad start and created a bad taste in my mouth. Never a good sign.  Obviously the sign was up due to the kind of guests they get.  That was a",July 2022,none,none,"Dear Spencer G,   Thank you for your comprehensive review detailing your recent stay with us. We are very disappointed to learn of your experience at our hotel, and we apologize for the many issues that you encountered especially with the condition of the hotel, our guest's safety, and the cleanliness. We have reviewed all of your comments as a management team, and each department head will formulate a plan to ensure that the risk of such issues occurring again are minimized. We apologize sincerely for not providing you with a better stay.",none,none,none,none,none,none,25,214
68 helpful votes,57 contributions,4.0 of 5 bubbles,Good Stay,"We stayed here for four nights. The rooms are large, with AC, blackout blinds and comfortable bed so we slept well. Parking was included with plenty of spaces. Hollywood is about an hours drive from the hotel.  Staff are friendly, but there is no housekeeping unless you stay longer than five days. We asked for coffee to be sent to the room (extra pods for the machine), which never arrived. Hallways smelt musty.  Other than that, we enjoyed our stay here.",June 2022,none,none,"Dear mjacob177,   Thank you so much for your kind words. I’m so pleased that you found us a clean and pleasant place to stay and that our amenities were to your liking. We take real pride in this hotel and in serving guests like you, and I’m extremely happy that you had such a pleasant stay.  We have shared your feedback with our staff to ensure we continuously work on bettering our services. We will do our best to make sure your next stay with us is completely satisfactory. We look forward to hosting you again in the future!",none,none,none,none,none,none,26,214
none,4 contributions,5.0 of 5 bubbles,"Free parking, room was very clean/remodeled, Great hot Breakfast, close to airport","We liked the free parking, room was spacious and clean, , our bed was super comfortable,  hot breakfast was AMAZINGLY good, and good central location in OC.  The only complaint we can think of.... the 40"" TV was a bit too small.  DEFINITELY staying here again in the future.   A+",June 2022,none,none,"Dear PaulReza49,   Thank you so much for your kind words. I’m so pleased that you found us a clean and pleasant place to stay and that our breakfast, location, and amenities were to your liking. We take real pride in this hotel and in serving guests like you, and I’m extremely happy that you had such a pleasant stay. We look forward to having you with us again soon.",none,none,none,none,none,none,27,214
none,24 contributions,3.0 of 5 bubbles,"Decent, nothing great though","A gym is important to me when I travel, this one was good, wish it had a bit more options though. Also the gym has time restrictions of use. I believe it was 6am-10pm. I had to leave very early, so did not get to use it, huge bummer. Their free breakfast starts at 6:30am, so I missed that too, wished it started at 6am instead. There is a parking pass you have to put in window of your vehicle so it doesn't get towed. Rooms were decent, thus the average score.",May 2022,none,none,"Hi Kevin,   Thank you for staying at our hotel and for taking the time to write a review. Although your overall visit was pleasant, we apologize for the difficulty you experienced with our service. Your sincere feedback, including the comments about what we did right and areas where we can improve, helps us better our customer service. We have shared your concerns with the appropriate individuals, and we have taken action to ensure a better experience for future guests. We appreciate your patience and hope to see you again soon.",none,none,none,none,none,none,28,214
222 helpful votes,521 contributions,5.0 of 5 bubbles,Shocker,"This is not a stodgy, grubby, substandard HI that I'd experienced in the past. It is the opposite. What a great place: easy access, helpful staff, cleaner than clean, and a super cooked-to-order breakfast. EV charging stations, too.",June 2022,none,none,"Hi Robert B,   It is wonderful to hear that you enjoyed your stay and that you have rated our hospitality and accommodations so highly! Thank you so much for your compliments on our staff, breakfast and we were able to meet your expectations of cleanliness and service in our hotel. We can't begin to tell you how much we appreciate your review, and we can't wait to serve you again.  Thank you very much!",none,none,none,none,none,none,29,214
79 helpful votes,312 contributions,5.0 of 5 bubbles,Friendly and accommodating,"This was the first night and last night hotel during our 7 day trip.  We arrived before check in time but were placed in a room within a few minutes.  ALL staff members from front desk to cleaning staff to breakfast buffet staff were super friendly.  Our room felt huge and had conveniences that our other hotels didn't have, such as lots of places to hang clothing and towels in the bathroom.  Everything was clean.  The hotel is in a busy and noisy area, but the outside of the property is well cared for and felt safe.  We would return without hesitation.",May 2022,none,none,Thank you for the kind words. We make sure that all of our guests feels they are treated like family. I am glad you enjoyed your stay and we hope to see you again on your next travel to Orange County.,none,none,none,none,none,none,30,214
84 helpful votes,62 contributions,5.0 of 5 bubbles,One night stay in Newport,"I stayed here for a night while stopping over in Newport Beach. The hotel is in a good spot, has free parking, and is recently remodeled. Everything in the room was nice and the bed as incredibly comfortable. I didn’t get breakfast because I slept in so I can’t comment on that. If I was ever in the area I’d stay here again. This is a fantastic holiday inn.",March 2022,none,none,"Dear mikep20182019,   Thank you so much for your kind words. I’m so pleased that you found us a clean and pleasant place to stay and that our amenities were to your liking. We take real pride in this hotel and in serving guests like you, and I’m extremely happy that you had such a pleasant stay. We look forward to having you with us again soon.",none,none,none,none,none,none,31,214
3 helpful votes,3 contributions,5.0 of 5 bubbles,Superb service- staff is great,"We recently had a wonderful stay here. The staff is the biggest asset at this hotel because they were super helpful. Very friendly, attentive, and professional. We knew we made a good choice upon our arrival when we were greeted immediately and were checked in quickly. We went to the bar the first night which was fun, and got some local insight. All in all, a great experience. My only wish is a shuttle from SNA!",March 2022,none,none,"Hi John T,  We are exceptionally thankful that you have honored our staff members with praiseworthy words. We sincerely appreciate your feedback and are happy to hear you had a great experience with us.   Our staff is highly trained to give you an exceptional experience, and we are very pleased to learn that we achieved this goal during your recent stay. We only wish to give nothing but the best service to our guests, and to know that we have accomplished such goal gives us great joy.",none,none,none,none,none,none,32,214
2 helpful votes,2 contributions,5.0 of 5 bubbles,"Great Service, Clean Room, Welcoming and Friendly Staff","I have a great time staying in this hotel. All the staff from front desk, cleaning lady, bar tender and restaurant staffs are super nice and accomdating. I was having meeting and they are all willing to assist me on creating a private and nice environment for my meetings to go on.  Highly recommend !",February 2022,none,none,"Hi amyaR9555KW,   It is wonderful to hear that you enjoyed your stay and that you have rated our hospitality and accommodations so highly! Thank you so much for your compliments on our staff, services and we were able to meet your expectations of cleanliness and service in our hotel. We can't begin to tell you how much we appreciate your recommendation, and we can't wait to serve you again.  Thank you very!",none,none,none,none,none,none,33,214
3 helpful votes,3 contributions,5.0 of 5 bubbles,Outstanding Staff & Service,"On February 1, 2022 at 8:00 am was enjoying a very nice breakfast.  I stopped Manager Gabriel Trujillo as he walked by, I thanked him for the excellent service provided by the three ladies working in the breakfast area. The ladies were very polite, service oriented, and did everything with a smile. I can't thank Veronica, Crystal, and Anna enough for the most pleasant breakfast experience I have had in a long time. They, along with Gabriel, are outstanding representatives of the Holiday Inn Orange County Airport!",February 2022,none,none,"Hi ckodadek,   It is wonderful to hear that you enjoyed your stay and that you have rated our hospitality and accommodations so highly! Thank you so much for your compliments on our staff especially with Gabriel, Veronica, Crystal, and Anna, breakfast and we were able to meet your expectations of quality service in our hotel. We can't begin to tell you how much we appreciate your review, and we can't wait to serve you again.  Thank you very much!",none,none,none,none,none,none,34,214
1 helpful vote,1 contribution,5.0 of 5 bubbles,Amazing Stay!,"The location was strategic for my family to celebrate Thanksgiving in Orange County. A few minutes away from John Wayne Airport and a few miles away from Disney. Frank Atayde, the general manager, treated us like royalty as an Elite member. Nazario and the rest of the team were amiable and accomodating.  THANK YOU...THANK YOU!",November 2021,none,none,"Hi ajj707,   I can't begin to tell you how much we enjoyed reading this review and thank you for leaving your five-star rating of our hotel. It is very rewarding to hear your perspective of our hotel and we appreciate that you have acknowledged our efforts to provide a clean, comfortable, and hospitable experience. Our management is always happy to serve you and we can't wait to see you again!",none,none,none,none,none,none,35,214
74 helpful votes,124 contributions,3.0 of 5 bubbles,Holiday Inn Santa Ana,"The hotel is reasonable prices, good accommodations and service is fine.  The location is nearby the 55 freeway and 15-20 minutes away from Orange County airport.  The rooms are spacious and maintained well. If you look rooms that big this would be a good place to stay.",October 2021,none,none,"Dear t0kra,  First of, thank you for sharing your feedback and for the great comment about our spacious and clean rooms, we are known for taking ownership and caring deeply about our customers. We are also glad to know you found the location of our hotel convenient and enjoyed our hotel's amenities provided.   We are always striving to improve our offerings and that is why your input is so important. Thank you for sharing your feedback pertaining to our hotel. Your voice is very valuable to us and we hope you will return to experience the improvements that we are continuously making.  Thank you very much.",none,none,none,none,none,none,36,214
1 helpful vote,6 contributions,5.0 of 5 bubbles,Best Rest!!,"Staff was professional and friendly. The newly remodeled room was nicely decorated with lots of space. The room had everything I needed. Most of all,  I got the best sleep in a long time. Those pillows are amazing!",April 2021,none,none,Thank you so much for your wonderful review of the Holiday Inn Orange County Airport!  We are pleased to hear you enjoyed the service received from our friendly staff and found our guestrooms to be comfortable.  Thank you for choosing to stay with us. We hope to see you back again in the future.,none,none,none,none,none,none,37,214
1 helpful vote,1 contribution,5.0 of 5 bubbles,Perfect stay,Natasha the receptionist was really nice and very professional. I was early for check in but she helped me to enter the room earlier. Rooms were neat and clean.  The beds are super comfortable and spacious.,February 2021,none,none,Thank you for your wonderful review and thank you for choosing to stay with us. We hope to see you back again in the future.,none,none,none,none,none,none,38,214
45 helpful votes,20 contributions,5.0 of 5 bubbles,Better than expected,"I had a bad experience the previous night at a different hotel, so, I was not in a good mood. I arrived late at night, and was cheerfully and professionally greeted. The key worked! (yay!) The room was very clean, the TV worked, the fridge worked, the bed was clean, the bathroom was clean. The best surprise was that there was a hot breakfast. The apologized for the limited selection, but, it was actually quite good. Check out was fine, and I was charged what I expected. Altogether, a refreshing stay.",October 2020,none,none,Thank you for your wonderful review and thank you for choosing to stay with us. We hope to see you back again in the future.,none,none,none,none,none,none,39,214
